latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.92837,-70.36511,305.18,1.45,1.19,2022-12-26,02:25,T,61,6.1NRT,291.5,10.49,N
18.92368,-70.35827,321.12,1.45,1.19,2022-12-26,02:25,T,100,6.1NRT,292.24,32.42,N
18.9306,-70.35184,323.03,1.45,1.19,2022-12-26,02:25,T,100,6.1NRT,292.66,35.46,N
18.92586,-70.34483,309.85,1.45,1.19,2022-12-26,02:25,T,78,6.1NRT,291.91,16.17,N
29.23158,-95.19736,311.05,1.07,1.03,2022-12-26,04:06,T,82,6.1NRT,275.03,16.29,N
29.22246,-95.19548,300.05,1.07,1.03,2022-12-26,04:06,T,13,6.1NRT,274.74,9.82,N
29.77242,-93.86715,317.04,1,1,2022-12-26,04:06,T,94,6.1NRT,273.86,20.02,N
18.93475,-70.35262,304.44,1.19,1.08,2022-12-26,06:24,A,60,6.1NRT,291.27,7.96,N
18.92504,-70.35378,318.55,1.19,1.08,2022-12-26,06:24,A,97,6.1NRT,291.48,21.49,N
18.92354,-70.34251,306.61,1.18,1.08,2022-12-26,06:24,A,69,6.1NRT,291.06,9.63,N
28.42439,-99.25892,308.38,3.05,1.66,2022-12-26,08:02,A,74,6.1NRT,269.97,70.2,N
29.22558,-95.18769,302.23,1.63,1.26,2022-12-26,08:02,A,48,6.1NRT,272.39,20.96,N
18.9301,-70.34218,312.09,2.42,1.5,2022-12-26,14:37,T,65,6.1NRT,294.27,25.29,D
32.11271,-82.54567,303.21,1.09,1.04,2022-12-26,16:09,T,55,6.1NRT,279.05,9.38,D
32.14261,-83.19477,324.41,1.04,1.02,2022-12-26,16:09,T,83,6.1NRT,279.2,27.4,D
32.1443,-83.20554,307.95,1.04,1.02,2022-12-26,16:09,T,66,6.1NRT,278.64,12.2,D
32.70143,-86.73358,309.51,1.1,1.05,2022-12-26,16:09,T,69,6.1NRT,278.58,14.9,D
33.26695,-82.92606,303.01,1.04,1.02,2022-12-26,16:09,T,54,6.1NRT,276.79,9.58,D
32.73154,-82.06677,303,1.12,1.05,2022-12-26,16:09,T,54,6.1NRT,277.99,10.5,D
32.72964,-82.05513,337.42,1.12,1.05,2022-12-26,16:09,T,90,6.1NRT,279.75,51.15,D
32.77989,-82.42367,304.3,1.08,1.04,2022-12-26,16:09,T,59,6.1NRT,276.92,11.19,D
32.64511,-82.16453,308.17,1.11,1.05,2022-12-26,16:09,T,67,6.1NRT,278.28,14.28,D
32.67445,-82.69622,308.36,1.07,1.03,2022-12-26,16:09,T,67,6.1NRT,276.96,13.22,D
