latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
22.63763,-83.13255,316.23,1.01,1,2023-01-30,03:32,T,93,6.1NRT,291.77,14.86,N
22.48641,-83.29803,301.56,1,1,2023-01-30,03:32,T,42,6.1NRT,290.74,4.7,N
20.0577,-76.42616,301.38,2.19,1.44,2023-01-30,03:32,T,41,6.1NRT,289.85,17.07,N
20.05742,-76.43198,301.09,2.19,1.44,2023-01-30,03:32,T,33,6.1NRT,289.47,16.17,N
17.84623,-93.1022,315.74,4.34,1.92,2023-01-30,03:32,T,92,6.1NRT,292.41,113.49,N
17.83858,-93.14159,314.4,4.38,1.93,2023-01-30,03:32,T,89,6.1NRT,292.28,106.04,N
17.84918,-93.10994,319.52,4.34,1.92,2023-01-30,03:32,T,99,6.1NRT,292.73,145.26,N
17.84127,-93.14926,308.3,4.38,1.93,2023-01-30,03:32,T,74,6.1NRT,292.41,71.37,N
21.07374,-78.15582,305.07,1.69,1.28,2023-01-30,03:32,T,63,6.1NRT,291.5,14.11,N
19.29832,-92.16042,307.67,3.43,1.74,2023-01-30,03:32,T,56,6.1NRT,293.08,40.48,N
19.39849,-92.05303,305.14,3.35,1.73,2023-01-30,03:32,T,21,6.1NRT,293.45,28.1,N
21.65435,-78.16876,305.7,1.72,1.29,2023-01-30,03:32,T,65,6.1NRT,290.77,16.46,N
21.85461,-78.62901,304.59,1.6,1.25,2023-01-30,03:32,T,61,6.1NRT,291.23,12.27,N
22.16118,-78.4339,308.53,1.67,1.27,2023-01-30,03:32,T,75,6.1NRT,292.49,16.68,N
22.63962,-79.68069,302.25,1.4,1.17,2023-01-30,03:32,T,48,6.1NRT,291.8,7.67,N
22.63809,-79.6941,321.57,1.4,1.17,2023-01-30,03:32,T,100,6.1NRT,291.98,31.91,N
22.18877,-84.0363,317.14,1.01,1,2023-01-30,03:32,T,94,6.1NRT,294.16,14.72,N
29.11398,-82.07362,309.3,1.22,1.1,2023-01-30,03:34,T,77,6.1NRT,287.46,13.71,N
29.1125,-82.08601,300.76,1.22,1.1,2023-01-30,03:34,T,33,6.1NRT,287.53,6.61,N
18.33027,-71.16856,301.7,1,1,2023-01-30,06:39,A,43,6.1NRT,291.43,4.88,N
32.42513,-89.991,301.82,1.11,1.05,2023-01-30,08:13,A,44,6.1NRT,284.43,8.26,N
18.09426,-94.04645,312.83,1.09,1.04,2023-01-30,08:20,A,86,6.1NRT,293.4,13.33,N
17.91597,-93.51613,314.52,1.16,1.07,2023-01-30,08:20,A,89,6.1NRT,293,16.74,N
17.84961,-93.1105,313.23,1.21,1.1,2023-01-30,08:20,A,87,6.1NRT,293.24,16.34,N
19.02385,-98.62314,315.19,1.22,1.1,2023-01-30,08:20,A,91,6.1NRT,270.88,25.21,N
17.83989,-93.11223,327.27,1.21,1.1,2023-01-30,08:20,A,100,6.1NRT,293.17,34.51,N
19.6039,-92.2897,305.95,1.28,1.12,2023-01-30,08:20,A,39,6.1NRT,295.17,7.43,N
18.20721,-93.99955,313.4,1.09,1.04,2023-01-30,08:20,A,87,6.1NRT,293.21,13.45,N
18.06738,-93.31049,304.13,1.18,1.08,2023-01-30,08:20,A,59,6.1NRT,292.39,8.21,N
19.29412,-92.15404,305.91,1.31,1.14,2023-01-30,08:20,A,39,6.1NRT,295.5,7.38,N
19.29617,-92.16628,318.91,1.31,1.14,2023-01-30,08:20,A,97,6.1NRT,295.69,22.24,N
19.39816,-92.03925,317.46,1.33,1.14,2023-01-30,08:20,A,93,6.1NRT,295.51,20.6,N
19.02137,-98.61942,320.47,1.22,1.1,2023-01-30,08:20,A,100,6.1NRT,270.9,31.2,N
18.20882,-94.0097,305.82,1.09,1.04,2023-01-30,08:20,A,66,6.1NRT,292.79,7.28,N
35.22385,-79.6909,304.47,1.3,1.13,2023-01-30,15:37,T,59,6.1NRT,281.15,12.53,D
35.66929,-79.67436,300.04,1.32,1.14,2023-01-30,15:37,T,23,6.1NRT,282.88,6.85,D
27.5268,-82.00397,312.22,1.41,1.18,2023-01-30,15:39,T,60,6.1NRT,296.22,10.67,D
27.22909,-80.46304,320.77,1.16,1.07,2023-01-30,15:39,T,75,6.1NRT,298.19,14.65,D
27.22105,-80.47595,313.67,1.16,1.07,2023-01-30,15:39,T,35,6.1NRT,297.34,7.33,D
27.21961,-80.46449,319.64,1.16,1.07,2023-01-30,15:39,T,74,6.1NRT,297.9,13.65,D
27.08678,-80.21563,308.98,1.12,1.06,2023-01-30,15:39,T,45,6.1NRT,295.82,5.7,D
27.08537,-80.20451,311.22,1.12,1.06,2023-01-30,15:39,T,57,6.1NRT,295.45,7.43,D
27.27725,-82.12901,309.98,1.43,1.18,2023-01-30,15:39,T,41,6.1NRT,295.86,6.41,D
26.76624,-80.35886,314.31,1.13,1.06,2023-01-30,15:39,T,66,6.1NRT,296.25,9.51,D
