latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
19.29893,-92.1715,320.76,3.87,1.83,2023-01-18,03:29,T,100,6.1NRT,294.69,122.87,N
19.39112,-92.04613,306.18,3.78,1.82,2023-01-18,03:29,T,42,6.1NRT,288.42,44.22,N
21.7986,-79.00883,319.95,1.36,1.15,2023-01-18,03:29,T,99,6.1NRT,289.62,28.94,N
21.79708,-79.00203,303.93,1.36,1.15,2023-01-18,03:29,T,33,6.1NRT,288.47,10.06,N
21.79558,-79.01497,312.83,1.36,1.15,2023-01-18,03:29,T,86,6.1NRT,289.91,19.31,N
21.80734,-79.00348,303.86,1.36,1.15,2023-01-18,03:29,T,39,6.1NRT,288.31,10.29,N
21.88185,-78.63464,300.7,1.44,1.19,2023-01-18,03:29,T,32,6.1NRT,287.05,10.46,N
22.42871,-80.76167,312.07,1.12,1.05,2023-01-18,03:29,T,84,6.1NRT,286.95,15.47,N
22.60127,-79.85034,304.9,1.24,1.11,2023-01-18,03:29,T,62,6.1NRT,287.57,11.33,N
20.26982,-77.0503,300.46,1.76,1.3,2023-01-18,03:29,T,28,6.1NRT,287.8,12.28,N
19.29179,-92.16325,317.33,3.87,1.83,2023-01-18,03:29,T,93,6.1NRT,294.94,100.86,N
32.19992,-90.38393,300.96,1.52,1.22,2023-01-18,03:32,T,36,6.1NRT,286.98,10.26,N
33.16874,-82.13387,311.28,1.25,1.11,2023-01-18,03:32,T,82,6.1NRT,283.98,18.07,N
20.38227,-105.0405,303.43,1.11,1.05,2023-01-18,05:08,T,55,6.1NRT,284.99,8.85,N
20.38356,-105.03056,330.83,1.11,1.05,2023-01-18,05:08,T,100,6.1NRT,286.95,38.08,N
28.12222,-110.67446,300.17,1.06,1.03,2023-01-18,05:10,T,20,6.1NRT,281.34,7.92,N
18.9229,-70.35134,315,1.39,1.17,2023-01-18,06:22,A,90,6.1NRT,289.61,24.07,N
32.19851,-90.37426,305.39,1.13,1.06,2023-01-18,07:56,A,64,6.1NRT,284.82,10.34,N
19.29568,-92.16962,326.82,1.03,1.01,2023-01-18,07:58,A,100,6.1NRT,295.97,23.76,N
19.29431,-92.15996,316.68,1.03,1.01,2023-01-18,07:58,A,92,6.1NRT,295.84,13.05,N
19.39757,-92.03975,306,1.02,1.01,2023-01-18,07:58,A,40,6.1NRT,295.41,4.79,N
19.38856,-92.04115,308.46,1.02,1.01,2023-01-18,07:58,A,61,6.1NRT,295.61,6.49,N
19.29979,-92.19863,315.83,1.03,1.01,2023-01-18,07:58,A,89,6.1NRT,295.91,12.64,N
17.83759,-93.1143,330.7,1.07,1.03,2023-01-18,08:00,A,100,6.1NRT,294.48,33.74,N
18.64223,-92.1675,318.93,1.02,1.01,2023-01-18,08:00,A,98,6.1NRT,295.33,16.34,N
18.50724,-96.14315,318.56,1.62,1.25,2023-01-18,08:00,A,97,6.1NRT,290.82,33.95,N
18.50866,-96.14978,308.65,1.62,1.25,2023-01-18,08:00,A,75,6.1NRT,290.26,19.56,N
18.50676,-96.1346,309.23,1.62,1.25,2023-01-18,08:00,A,77,6.1NRT,290.78,20.13,N
18.19839,-94.00413,310.08,1.18,1.08,2023-01-18,08:00,A,79,6.1NRT,292.4,12.65,N
18.09196,-94.04764,310.76,1.19,1.08,2023-01-18,08:00,A,81,6.1NRT,292.76,13.96,N
18.09049,-94.03659,302.41,1.18,1.08,2023-01-18,08:00,A,49,6.1NRT,292.28,7.08,N
17.90185,-93.18088,323.28,1.08,1.04,2023-01-18,08:00,A,100,6.1NRT,294.5,23.23,N
17.90995,-93.37649,320.8,1.1,1.05,2023-01-18,08:00,A,100,6.1NRT,292.69,22.16,N
17.91095,-93.52372,306.88,1.12,1.05,2023-01-18,08:00,A,70,6.1NRT,292.85,8.96,N
17.90954,-93.51333,306.44,1.11,1.05,2023-01-18,08:00,A,68,6.1NRT,292.46,8.56,N
17.84591,-93.1175,322.45,1.07,1.03,2023-01-18,08:00,A,100,6.1NRT,294.23,22.31,N
17.84454,-93.10751,308.83,1.07,1.03,2023-01-18,08:00,A,76,6.1NRT,292.92,9.37,N
17.83899,-93.12428,309.61,1.07,1.03,2023-01-18,08:00,A,78,6.1NRT,292.37,10.89,N
17.87158,-93.49289,310.42,1.11,1.05,2023-01-18,08:00,A,80,6.1NRT,293.15,11.29,N
19.40508,-155.27449,412.15,1.03,1.01,2023-01-18,08:24,T,100,6.1NRT,307.64,347.82,N
19.40379,-155.28407,424.86,1.03,1.01,2023-01-18,08:24,T,100,6.1NRT,312.99,455.51,N
19.40249,-155.29372,307.7,1.03,1.01,2023-01-18,08:24,T,72,6.1NRT,288.84,9.5,N
19.41405,-155.27588,310.26,1.03,1.01,2023-01-18,08:24,T,77,6.1NRT,291.01,10.93,N
19.41275,-155.28549,318.09,1.03,1.01,2023-01-18,08:24,T,96,6.1NRT,290.63,17.53,N
19.39069,-155.25813,330.8,3.82,1.83,2023-01-18,12:55,A,100,6.1NRT,287.51,228.49,N
19.3978,-155.29355,337.33,3.8,1.82,2023-01-18,12:55,A,100,6.1NRT,286.33,292.3,N
19.40407,-155.28391,375.59,3.8,1.82,2023-01-18,12:55,A,100,6.1NRT,292.6,961.52,N
19.39682,-155.24895,335.34,3.82,1.83,2023-01-18,12:55,A,100,6.1NRT,288.4,271.1,N
19.41385,-155.29031,348.87,3.8,1.82,2023-01-18,12:55,A,100,6.1NRT,287.06,436.49,N
19.40679,-155.25493,340.73,3.82,1.83,2023-01-18,12:55,A,100,6.1NRT,288.65,332.24,N
36.61973,-80.99741,300.93,1.78,1.31,2023-01-18,15:35,T,32,6.1NRT,284.54,11.49,D
36.62144,-81.01688,307.6,1.79,1.31,2023-01-18,15:35,T,66,6.1NRT,285.35,20.89,D
36.62339,-81.00293,307.87,1.78,1.31,2023-01-18,15:35,T,66,6.1NRT,284.93,22.65,D
28.87951,-81.90188,301.25,1.61,1.25,2023-01-18,15:37,T,40,6.1NRT,281.27,7.27,D
22.42613,-80.75367,326.93,1.15,1.07,2023-01-18,15:37,T,82,6.1NRT,299.74,25.8,D
22.43033,-80.74643,323.43,1.15,1.07,2023-01-18,15:37,T,79,6.1NRT,299.41,20.44,D
22.43173,-80.75738,322.55,1.15,1.07,2023-01-18,15:37,T,78,6.1NRT,300.13,19.35,D
22.64118,-80.88315,312.16,1.17,1.08,2023-01-18,15:37,T,63,6.1NRT,298.47,8.19,D
22.70274,-80.72121,318.97,1.15,1.07,2023-01-18,15:37,T,74,6.1NRT,300.13,14.6,D
22.70414,-80.7322,315.1,1.15,1.07,2023-01-18,15:37,T,69,6.1NRT,299.54,10.68,D
22.71221,-80.71981,361.39,1.15,1.07,2023-01-18,15:37,T,100,6.1NRT,302.57,103.79,D
22.71362,-80.73081,360.61,1.15,1.07,2023-01-18,15:37,T,100,6.1NRT,302.4,101.67,D
22.97006,-81.89368,315.26,1.34,1.15,2023-01-18,15:37,T,70,6.1NRT,298.52,14.16,D
26.21618,-81.02921,305.76,1.31,1.14,2023-01-18,15:37,T,54,6.1NRT,294.69,6.71,D
26.58799,-80.90541,382.34,1.3,1.13,2023-01-18,15:37,T,100,6.1NRT,298.64,233.39,D
26.60107,-80.92972,314.5,1.31,1.13,2023-01-18,15:37,T,70,6.1NRT,295.63,12.86,D
26.6026,-80.94263,321.45,1.31,1.14,2023-01-18,15:37,T,78,6.1NRT,297.25,22.16,D
26.80603,-80.34772,322.48,1.22,1.1,2023-01-18,15:37,T,80,6.1NRT,292.49,23.21,D
26.80751,-80.35981,330.09,1.22,1.1,2023-01-18,15:37,T,86,6.1NRT,292.61,35.1,D
27.51716,-82.27542,307.54,1.63,1.26,2023-01-18,15:37,T,62,6.1NRT,292.05,12.04,D
27.51892,-82.29171,303.07,1.64,1.26,2023-01-18,15:37,T,28,6.1NRT,290.59,7.06,D
27.52045,-82.00057,305.54,1.57,1.23,2023-01-18,15:37,T,57,6.1NRT,291.06,9.69,D
27.5222,-82.01617,305.92,1.57,1.23,2023-01-18,15:37,T,58,6.1NRT,291.63,9.86,D
27.52367,-82.00902,312.22,1.57,1.23,2023-01-18,15:37,T,71,6.1NRT,291.64,17.31,D
27.38912,-80.53777,342.07,1.27,1.12,2023-01-18,15:37,T,92,6.1NRT,296.82,62.29,D
27.72302,-80.52194,302.85,1.28,1.12,2023-01-18,15:37,T,36,6.1NRT,289.92,4.21,D
28.02251,-80.72316,316.25,1.32,1.14,2023-01-18,15:37,T,77,6.1NRT,293.27,17.82,D
28.02411,-80.7364,321.57,1.33,1.14,2023-01-18,15:37,T,81,6.1NRT,293.47,26.04,D
28.02236,-80.73049,329.91,1.33,1.14,2023-01-18,15:37,T,87,6.1NRT,293.45,38.47,D
28.12905,-80.93415,307.67,1.37,1.16,2023-01-18,15:37,T,66,6.1NRT,293.36,9.66,D
28.58734,-81.71146,315.96,1.55,1.23,2023-01-18,15:37,T,73,6.1NRT,287.61,23.88,D
28.58805,-81.03473,304.52,1.4,1.17,2023-01-18,15:37,T,58,6.1NRT,288.97,8.55,D
28.69871,-82.0211,314.65,1.63,1.26,2023-01-18,15:37,T,75,6.1NRT,279.81,26.76,D
28.70048,-82.03749,301.85,1.63,1.26,2023-01-18,15:37,T,49,6.1NRT,277.43,9.55,D
28.8819,-81.91188,302.69,1.61,1.25,2023-01-18,15:37,T,52,6.1NRT,282.08,8.06,D
29.37603,-82.29552,302.7,1.74,1.29,2023-01-18,15:37,T,39,6.1NRT,285.21,8.24,D
21.56887,-78.56821,341.77,1,1,2023-01-18,15:37,T,91,6.1NRT,301.63,41.98,D
21.57025,-78.57764,338.78,1,1,2023-01-18,15:37,T,89,6.1NRT,299.62,36.85,D
21.48529,-77.86825,312.66,1.01,1,2023-01-18,15:37,T,50,6.1NRT,298.67,5.71,D
21.538,-78.16077,314.36,1,1,2023-01-18,15:37,T,65,6.1NRT,299.33,6.97,D
21.76021,-78.16967,315.25,1,1,2023-01-18,15:37,T,69,6.1NRT,299.3,9.11,D
21.95207,-78.59057,311.23,1,1,2023-01-18,15:37,T,32,6.1NRT,295.55,5.28,D
22.28419,-80.32831,326.47,1.1,1.05,2023-01-18,15:37,T,82,6.1NRT,299.87,21.52,D
22.25205,-79.60907,310.17,1.04,1.02,2023-01-18,15:37,T,53,6.1NRT,298.46,5.04,D
22.25342,-79.61893,319.3,1.04,1.02,2023-01-18,15:37,T,74,6.1NRT,300.4,12.89,D
20.13098,-77.35217,328.62,1.06,1.03,2023-01-18,15:39,T,84,6.1NRT,301.02,24.33,D
20.53493,-75.94121,404.17,1.2,1.09,2023-01-18,15:39,T,100,6.1NRT,309.6,354.5,D
20.53309,-75.93,355.88,1.2,1.09,2023-01-18,15:39,T,98,6.1NRT,304.26,88.47,D
20.5015,-76.12418,316.07,1.17,1.08,2023-01-18,15:39,T,66,6.1NRT,302.6,10.01,D
20.26885,-75.20573,311.28,1.33,1.14,2023-01-18,15:39,T,51,6.1NRT,299.85,9.77,D
20.26672,-75.19292,310.15,1.33,1.14,2023-01-18,15:39,T,45,6.1NRT,299.56,8.21,D
20.1617,-75.74123,310.35,1.24,1.11,2023-01-18,15:39,T,54,6.1NRT,299.41,6.49,D
20.25988,-77.05216,324.98,1.08,1.04,2023-01-18,15:39,T,80,6.1NRT,303.72,17.58,D
20.2583,-77.04211,317.18,1.08,1.04,2023-01-18,15:39,T,69,6.1NRT,305.86,8.71,D
19.99944,-77.4578,313.19,1.05,1.02,2023-01-18,15:39,T,57,6.1NRT,301.14,7.01,D
21.13465,-76.37154,319.21,1.12,1.06,2023-01-18,15:39,T,72,6.1NRT,299.66,13.53,D
21.07211,-77.15954,315.3,1.05,1.02,2023-01-18,15:39,T,64,6.1NRT,302.45,7.09,D
20.84238,-77.10963,313.54,1.06,1.03,2023-01-18,15:39,T,61,6.1NRT,299.81,7.19,D
20.8546,-77.79287,318.65,1.02,1.01,2023-01-18,15:39,T,72,6.1NRT,300.56,12.33,D
20.85315,-77.78331,310.09,1.02,1.01,2023-01-18,15:39,T,50,6.1NRT,299.62,5.14,D
20.54452,-75.93948,327.05,1.2,1.09,2023-01-18,15:39,T,82,6.1NRT,301.78,23.33,D
20.53677,-75.9524,320.56,1.2,1.09,2023-01-18,15:39,T,76,6.1NRT,305.67,15.31,D
34.76616,-97.30517,303.2,1.12,1.06,2023-01-18,17:11,T,55,6.1NRT,287.33,7.03,D
35.69083,-101.82175,302.71,1.09,1.04,2023-01-18,17:11,T,53,6.1NRT,285.71,6.42,D
31.76079,-96.49652,302.68,1.36,1.16,2023-01-18,17:13,T,53,6.1NRT,289.85,6.28,D
32.08059,-96.42887,303.46,1.36,1.15,2023-01-18,17:13,T,0,6.1NRT,285.93,5.1,D
28.98058,-98.01355,309.9,1.25,1.11,2023-01-18,17:13,T,61,6.1NRT,293.87,8.83,D
32.95066,-100.25578,322.29,1,1,2023-01-18,17:13,T,82,6.1NRT,289.25,19.49,D
34.48078,-97.53404,308.85,1.11,1.05,2023-01-18,17:13,T,68,6.1NRT,289.1,10.32,D
32.94913,-100.24534,317.2,1,1,2023-01-18,17:13,T,77,6.1NRT,289.01,14.54,D
