latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
22.04378,-79.00761,308.57,1.12,1.06,2022-12-25,03:23,T,75,6.1NRT,286.93,11.41,N
22.04514,-78.9969,309.81,1.12,1.06,2022-12-25,03:23,T,78,6.1NRT,286.42,12.75,N
33.42171,-110.86214,306.24,1.08,1.04,2022-12-25,05:05,T,67,6.1NRT,277.32,12.89,N
29.23052,-95.20255,316.37,2.71,1.58,2022-12-25,08:56,A,93,6.1NRT,272.01,88,N
31.8589,-101.79212,306.92,1.04,1.02,2022-12-25,08:56,A,70,6.1NRT,266.91,13.97,N
29.22469,-95.17546,306.79,2.73,1.58,2022-12-25,08:56,A,69,6.1NRT,270.86,57.46,N
33.00785,-102.82628,300.36,1,1,2022-12-25,08:56,A,26,6.1NRT,266.59,10.25,N
19.40515,-155.28136,300.69,1,1,2022-12-25,12:16,A,32,6.1NRT,290.17,6.08,N
18.81038,-72.07409,312.24,1.8,1.31,2022-12-25,15:33,T,64,6.1NRT,299.32,12.81,D
31.85626,-101.78796,305.66,1.16,1.07,2022-12-25,17:09,T,62,6.1NRT,282.18,9.4,D
29.84905,-90.38649,327.75,2.96,1.64,2022-12-25,17:09,T,85,6.1NRT,280.21,139.75,D
29.84268,-90.35715,317.22,2.97,1.64,2022-12-25,17:09,T,77,6.1NRT,280.28,87.24,D
29.83486,-90.39058,302.14,2.96,1.64,2022-12-25,17:09,T,44,6.1NRT,279.06,32.54,D
29.22675,-95.18809,307.88,1.46,1.19,2022-12-25,17:09,T,0,6.1NRT,282.98,17.78,D
25.82152,-99.8345,319.27,1.01,1.01,2022-12-25,17:09,T,79,6.1NRT,287.19,19.14,D
25.71533,-100.2995,302.33,1,1,2022-12-25,17:09,T,52,6.1NRT,287.37,4.55,D
32.3838,-101.60148,304.05,1.15,1.07,2022-12-25,17:09,T,58,6.1NRT,282.32,6.65,D
32.38528,-101.61347,307,1.15,1.07,2022-12-25,17:09,T,65,6.1NRT,282.53,8.7,D
32.36076,-101.61138,301.64,1.15,1.07,2022-12-25,17:09,T,48,6.1NRT,282.62,5.74,D
32.32784,-101.97745,301.49,1.19,1.09,2022-12-25,17:09,T,47,6.1NRT,282.47,6.11,D
32.29028,-101.74609,304.83,1.16,1.07,2022-12-25,17:09,T,60,6.1NRT,283.19,7.93,D
31.73974,-98.57516,339.03,1.01,1,2022-12-25,17:09,T,91,6.1NRT,280.82,45.48,D
31.73819,-98.56479,326.36,1.01,1,2022-12-25,17:09,T,84,6.1NRT,279.94,27.91,D
31.86723,-101.79845,303.08,1.16,1.07,2022-12-25,17:09,T,42,6.1NRT,283.08,7.11,D
31.85773,-101.79996,300.96,1.16,1.07,2022-12-25,17:09,T,43,6.1NRT,282.18,6.02,D
21.08893,-101.53721,314.4,1,1,2022-12-25,17:11,T,70,6.1NRT,298.45,7.21,D
20.52146,-102.32599,316.94,1.01,1,2022-12-25,17:11,T,72,6.1NRT,297.18,9.5,D
20.33055,-101.5857,311.14,1,1,2022-12-25,17:11,T,64,6.1NRT,295.78,5.47,D
20.32949,-101.89885,313.88,1,1,2022-12-25,17:11,T,68,6.1NRT,297.01,7.68,D
20.53072,-103.38071,314.62,1.06,1.03,2022-12-25,17:11,T,68,6.1NRT,297.32,8.16,D
20.56989,-103.94689,321.18,1.11,1.05,2022-12-25,17:11,T,77,6.1NRT,298.46,17.16,D
20.54576,-103.90794,309.75,1.11,1.05,2022-12-25,17:11,T,47,6.1NRT,297.37,5.76,D
20.1692,-101.68182,313.25,1,1,2022-12-25,17:11,T,69,6.1NRT,297.01,6.63,D
20.27763,-102.55646,330.6,1.01,1.01,2022-12-25,17:11,T,85,6.1NRT,298.69,23.82,D
20.27628,-102.54699,317.66,1.01,1,2022-12-25,17:11,T,73,6.1NRT,297.64,9.63,D
20.18115,-102.46214,314.98,1.01,1,2022-12-25,17:11,T,71,6.1NRT,299.68,6.61,D
20.0947,-102.37605,311.62,1,1,2022-12-25,17:11,T,67,6.1NRT,298.16,5.21,D
19.50303,-100.45345,300.59,1.07,1.03,2022-12-25,17:11,T,0,6.1NRT,286.89,3.39,D
19.67355,-103.37528,308.03,1.05,1.02,2022-12-25,17:11,T,49,6.1NRT,296.58,5.02,D
19.23703,-102.69775,322.92,1.01,1,2022-12-25,17:11,T,78,6.1NRT,303.1,11.32,D
19.93296,-105.41609,319.63,1.3,1.13,2022-12-25,17:11,T,75,6.1NRT,300.64,15.78,D
19.62675,-103.36881,307.41,1.04,1.02,2022-12-25,17:11,T,53,6.1NRT,294.89,4.28,D
19.23838,-102.70713,332.31,1.01,1,2022-12-25,17:11,T,86,6.1NRT,302.76,22.92,D
19.09882,-72.37056,318.55,1.07,1.03,2022-12-25,18:15,A,58,6.1NRT,301.59,10.91,D
20.68481,-76.88359,314.63,1.88,1.34,2022-12-25,18:15,A,66,6.1NRT,297.94,16.85,D
20.68803,-76.86599,317.76,1.87,1.34,2022-12-25,18:15,A,71,6.1NRT,297.78,23.39,D
20.28231,-75.76616,322.37,1.6,1.24,2022-12-25,18:15,A,68,6.1NRT,298.13,29.21,D
20.0748,-76.67057,310.61,1.87,1.34,2022-12-25,18:15,A,58,6.1NRT,292.74,20.92,D
20.06956,-76.66389,309.11,1.87,1.34,2022-12-25,18:15,A,30,6.1NRT,291.26,18.01,D
19.11097,-72.16779,320.46,1.06,1.03,2022-12-25,18:15,A,73,6.1NRT,301.46,12.96,D
19.02759,-72.10565,318.77,1.05,1.03,2022-12-25,18:15,A,71,6.1NRT,300.7,11.23,D
18.80989,-72.07777,316.84,1.06,1.03,2022-12-25,18:15,A,68,6.1NRT,303.42,6.63,D
18.9262,-70.354,333.23,1,1,2022-12-25,18:15,A,86,6.1NRT,299.61,29,D
18.69118,-71.46297,314,1.02,1.01,2022-12-25,18:15,A,65,6.1NRT,302.09,5.61,D
40.46639,-75.46253,303.37,1.01,1.01,2022-12-25,18:19,A,53,6.1NRT,270.64,10.65,D
32.06234,-82.5214,305.58,2.6,1.55,2022-12-25,18:19,A,62,6.1NRT,279.55,41.53,D
19.6679,-104.63029,313.39,3.32,1.72,2022-12-25,19:53,A,68,6.1NRT,299.72,43.08,D
20.4944,-103.21929,313.79,2.51,1.52,2022-12-25,19:53,A,47,6.1NRT,297.25,28.13,D
18.61475,-98.75163,324.18,1.31,1.14,2022-12-25,19:53,A,79,6.1NRT,301.32,18.77,D
21.40078,-101.85004,318.4,1.9,1.35,2022-12-25,19:53,A,33,6.1NRT,295.85,30.69,D
18.61418,-98.75757,318.57,1.32,1.14,2022-12-25,19:53,A,68,6.1NRT,301.66,10.04,D
19.12726,-104.32111,309.97,3.23,1.7,2022-12-25,19:53,A,57,6.1NRT,296.57,26.81,D
18.61615,-98.74532,319.13,1.31,1.14,2022-12-25,19:53,A,71,6.1NRT,300.07,11.12,D
19.66435,-104.63377,313.33,3.32,1.72,2022-12-25,19:53,A,67,6.1NRT,299.18,42.35,D
30.18828,-91.09274,311.13,2.09,1.41,2022-12-25,19:55,A,54,6.1NRT,284.48,35.01,D
29.81485,-90.35307,359.82,2.33,1.48,2022-12-25,19:55,A,99,6.1NRT,284.56,291.61,D
27.8063,-97.4622,302.22,1,1,2022-12-25,19:55,A,48,6.1NRT,289.43,3.82,D
29.22302,-95.19917,326.36,1.15,1.07,2022-12-25,19:55,A,0,6.1NRT,286.92,31.66,D
29.80424,-90.34427,331.1,2.33,1.48,2022-12-25,19:55,A,87,6.1NRT,282.55,105.03,D
29.81692,-90.32908,351.65,2.34,1.48,2022-12-25,19:55,A,91,6.1NRT,281.86,222.49,D
29.81278,-90.37698,321.5,2.32,1.47,2022-12-25,19:55,A,30,6.1NRT,282.99,60.77,D
29.82808,-90.35457,334.39,2.33,1.48,2022-12-25,19:55,A,73,6.1NRT,283,114.19,D
29.13887,-98.18994,306.45,1,1,2022-12-25,19:55,A,64,6.1NRT,288.46,6.95,D
30.18829,-91.08765,305.92,2.09,1.41,2022-12-25,19:55,A,46,6.1NRT,284.17,22.43,D
30.18621,-91.10919,312.23,2.09,1.41,2022-12-25,19:55,A,55,6.1NRT,284.41,34.59,D
31.59109,-98.12769,304.04,1,1,2022-12-25,19:57,A,58,6.1NRT,285.49,6.49,D
30.17389,-106.43394,308.22,2.56,1.54,2022-12-25,19:57,A,67,6.1NRT,276.86,36.77,D
30.16854,-106.45945,308.48,2.57,1.54,2022-12-25,19:57,A,67,6.1NRT,276.13,38.95,D
30.16723,-106.43874,313.1,2.56,1.54,2022-12-25,19:57,A,73,6.1NRT,276.65,51.18,D
31.74007,-98.56493,306.32,1,1,2022-12-25,19:57,A,63,6.1NRT,283.74,8.72,D
31.73856,-98.57532,341.53,1,1,2022-12-25,19:57,A,92,6.1NRT,286.35,48.01,D
32.30702,-94.67016,306.52,1.32,1.14,2022-12-25,19:57,A,64,6.1NRT,282.31,14.18,D
32.3172,-94.6718,304.15,1.32,1.14,2022-12-25,19:57,A,58,6.1NRT,281.59,11.83,D
31.85905,-101.79869,306.99,1.22,1.1,2022-12-25,19:57,A,65,6.1NRT,288.09,8.93,D
31.86871,-101.80105,309.34,1.22,1.1,2022-12-25,19:57,A,68,6.1NRT,288.76,11.11,D
33.61288,-96.76655,300.93,1.1,1.05,2022-12-25,19:57,A,43,6.1NRT,281.76,6.75,D
34.33796,-93.23528,308.61,1.71,1.28,2022-12-25,19:57,A,67,6.1NRT,279.32,24.42,D
34.33614,-93.25358,301.11,1.71,1.28,2022-12-25,19:57,A,41,6.1NRT,279.25,14.44,D
34.33431,-93.24043,313.62,1.71,1.28,2022-12-25,19:57,A,74,6.1NRT,280,34.45,D
34.74934,-97.36868,302.18,1.07,1.03,2022-12-25,19:57,A,51,6.1NRT,283.42,6.98,D
34.95336,-97.05866,308.79,1.1,1.05,2022-12-25,19:57,A,68,6.1NRT,280.88,13.04,D
31.94763,-94.26503,305.34,1.38,1.16,2022-12-25,19:57,A,61,6.1NRT,281.82,13.71,D
30.4995,-98.97012,300.28,1.01,1.01,2022-12-25,19:57,A,34,6.1NRT,287.85,3.95,D
29.93925,-96.6203,301.15,1.04,1.02,2022-12-25,19:57,A,45,6.1NRT,285.78,5.03,D
30.06918,-94.06931,300.13,1.34,1.15,2022-12-25,19:57,A,0,6.1NRT,285.99,6.37,D
30.62547,-111.95776,331.6,3.92,1.84,2022-12-25,21:33,A,85,6.1NRT,298.3,193.64,D
30.62793,-111.91713,309.04,3.95,1.85,2022-12-25,21:33,A,49,6.1NRT,296.93,32.94,D
30.61836,-111.94932,333.23,3.92,1.84,2022-12-25,21:33,A,86,6.1NRT,297.76,210.19,D
