latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.93289,-70.3615,303.21,1.92,1.35,2023-02-02,02:17,T,50,6.1NRT,285.46,18.96,N
18.9278,-70.35403,317.75,1.92,1.35,2023-02-02,02:17,T,96,6.1NRT,288.83,46.15,N
17.84166,-93.11133,358.57,1.46,1.2,2023-02-02,03:57,T,100,6.1NRT,293.97,141.47,N
17.8395,-93.12478,350.37,1.47,1.2,2023-02-02,03:57,T,100,6.1NRT,294.04,107.74,N
17.8462,-93.11846,360.83,1.46,1.2,2023-02-02,03:57,T,100,6.1NRT,294.41,152.55,N
17.84395,-93.13194,308.39,1.47,1.2,2023-02-02,03:57,T,74,6.1NRT,293.19,11.6,N
17.89004,-93.18226,313.09,1.48,1.2,2023-02-02,03:57,T,86,6.1NRT,293.38,17.95,N
17.88782,-93.19581,318.18,1.48,1.2,2023-02-02,03:57,T,96,6.1NRT,293.5,25.86,N
17.90061,-93.18421,306.86,1.48,1.2,2023-02-02,03:57,T,69,6.1NRT,293.62,10.79,N
17.87212,-93.4946,307.46,1.55,1.23,2023-02-02,03:57,T,71,6.1NRT,292.63,12.81,N
17.87416,-93.50058,309.67,1.55,1.23,2023-02-02,03:57,T,78,6.1NRT,292.58,14.79,N
17.91507,-93.52293,315.01,1.56,1.23,2023-02-02,03:57,T,90,6.1NRT,292.54,23.51,N
18.09231,-94.05016,304.1,1.68,1.28,2023-02-02,03:57,T,50,6.1NRT,292,11.57,N
19.2938,-92.16788,338.55,1.22,1.1,2023-02-02,03:57,T,100,6.1NRT,294.09,52.58,N
19.29204,-92.17922,310.39,1.22,1.1,2023-02-02,03:57,T,71,6.1NRT,293.77,10.33,N
19.29736,-92.16328,320.16,1.22,1.1,2023-02-02,03:57,T,100,6.1NRT,293.8,21.51,N
19.29555,-92.17459,327.98,1.22,1.1,2023-02-02,03:57,T,100,6.1NRT,293.94,32.68,N
19.3957,-92.0424,319.52,1.2,1.09,2023-02-02,03:57,T,98,6.1NRT,293.91,20.78,N
19.60361,-92.29436,307.56,1.23,1.1,2023-02-02,03:57,T,55,6.1NRT,294.09,7.94,N
17.65244,-93.36878,308.7,1.54,1.22,2023-02-02,03:57,T,75,6.1NRT,292.07,14.82,N
17.65478,-93.35474,304.29,1.53,1.22,2023-02-02,03:57,T,59,6.1NRT,292.07,9.59,N
46.146,-123.51781,304.41,1.06,1.03,2023-02-02,05:42,T,60,6.1NRT,274.15,11.85,N
20.53502,-75.5984,301.2,1.14,1.06,2023-02-02,07:09,A,19,6.1NRT,286.53,7.28,N
21.86275,-79.1321,302.26,1.05,1.02,2023-02-02,07:09,A,48,6.1NRT,291.93,5.31,N
21.85502,-79.14357,312.31,1.05,1.03,2023-02-02,07:09,A,85,6.1NRT,292.34,11.92,N
21.85362,-79.13353,316.37,1.05,1.02,2023-02-02,07:09,A,93,6.1NRT,292.47,15.49,N
21.72796,-79.08831,306.41,1.05,1.02,2023-02-02,07:09,A,68,6.1NRT,293.08,7.5,N
20.86022,-77.43306,309.88,1.01,1,2023-02-02,07:09,A,79,6.1NRT,291.58,10.3,N
20.85879,-77.42355,314.7,1.01,1,2023-02-02,07:09,A,90,6.1NRT,291.68,14.01,N
20.53333,-75.58807,300.09,1.14,1.06,2023-02-02,07:09,A,10,6.1NRT,289.07,6.31,N
20.53169,-75.57804,301.3,1.14,1.06,2023-02-02,07:09,A,22,6.1NRT,289.04,6.71,N
20.57123,-75.97669,313.44,1.1,1.04,2023-02-02,07:09,A,87,6.1NRT,293.57,13.79,N
20.56031,-75.96793,306.69,1.1,1.05,2023-02-02,07:09,A,69,6.1NRT,293.09,7.62,N
20.04649,-77.47988,303.16,1.01,1,2023-02-02,07:09,A,54,6.1NRT,290.94,5.84,N
17.84523,-93.09659,316.91,4.05,1.87,2023-02-02,08:47,A,94,6.1NRT,288.57,119.51,N
20.53049,-100.91603,310.93,1.08,1.04,2023-02-02,08:47,A,81,6.1NRT,281.74,15.57,N
17.8568,-93.12499,304.68,4.03,1.86,2023-02-02,08:47,A,61,6.1NRT,289.36,46.02,N
17.84921,-93.08797,306.82,4.05,1.87,2023-02-02,08:47,A,56,6.1NRT,288.24,61.31,N
17.92056,-93.51968,300,3.75,1.81,2023-02-02,08:47,A,3,6.1NRT,289.87,22.78,N
17.85258,-93.13365,301.96,4.03,1.86,2023-02-02,08:47,A,46,6.1NRT,289.39,35.45,N
19.08792,-101.50011,314.27,1.06,1.03,2023-02-02,08:47,A,89,6.1NRT,289.33,15.65,N
19.29942,-92.15907,320.24,4.41,1.93,2023-02-02,08:47,A,100,6.1NRT,292.08,147.92,N
19.29838,-92.16711,317.49,4.41,1.93,2023-02-02,08:47,A,94,6.1NRT,292.09,126.11,N
19.28994,-92.12639,308.12,4.44,1.94,2023-02-02,08:47,A,59,6.1NRT,291.99,64.81,N
20.53208,-100.92616,303.44,1.08,1.04,2023-02-02,08:47,A,55,6.1NRT,281.85,10.09,N
19.39801,-155.27715,316.14,2.83,1.61,2023-02-02,08:52,T,90,6.1NRT,286.34,75.19,N
19.41231,-155.27861,348.27,2.83,1.61,2023-02-02,08:52,T,100,6.1NRT,287.41,277.39,N
19.40951,-155.3055,325.9,2.82,1.6,2023-02-02,08:52,T,100,6.1NRT,285.6,118.3,N
19.40148,-155.28416,353.08,2.83,1.61,2023-02-02,08:52,T,100,6.1NRT,288.68,326.05,N
19.39895,-155.31062,307.07,2.82,1.6,2023-02-02,08:52,T,51,6.1NRT,284.76,44.56,N
19.41571,-155.28625,314.61,2.83,1.61,2023-02-02,08:52,T,86,6.1NRT,285.64,69.18,N
19.40071,-155.27968,321.01,1.22,1.1,2023-02-02,12:04,A,100,6.1NRT,286.31,27.66,N
19.42025,-155.27687,303.05,1.22,1.1,2023-02-02,12:04,A,47,6.1NRT,285.61,9.72,N
19.39921,-155.26822,301.89,1.22,1.1,2023-02-02,12:04,A,13,6.1NRT,285.53,8.13,N
