latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
21.33617,-78.31731,310.05,1.04,1.02,2023-01-27,03:06,T,79,6.1NRT,289.49,11.03,N
20.51365,-75.59208,311.15,1.04,1.02,2023-01-27,03:06,T,82,6.1NRT,292.96,10.6,N
20.50467,-75.59042,328.86,1.04,1.02,2023-01-27,03:06,T,100,6.1NRT,294.9,28.64,N
20.50596,-75.58071,311.86,1.04,1.02,2023-01-27,03:06,T,84,6.1NRT,293.7,10.95,N
20.11102,-76.58204,306.34,1,1,2023-01-27,03:06,T,68,6.1NRT,290.57,7.42,N
20.04574,-76.72496,301.97,1,1,2023-01-27,03:06,T,46,6.1NRT,288.43,5.75,N
22.70427,-81.79655,303.08,1.49,1.2,2023-01-27,03:06,T,53,6.1NRT,289.88,9.19,N
21.82021,-78.10151,306.88,1.02,1.01,2023-01-27,03:06,T,70,6.1NRT,291.05,8.51,N
21.82163,-78.09184,300.34,1.02,1.01,2023-01-27,03:06,T,25,6.1NRT,290.14,4.54,N
21.59422,-78.00443,314.38,1.02,1.01,2023-01-27,03:06,T,89,6.1NRT,293.17,12.77,N
21.59563,-77.99476,310.3,1.02,1.01,2023-01-27,03:06,T,62,6.1NRT,293.24,9.12,N
21.58388,-78.01258,310.7,1.02,1.01,2023-01-27,03:06,T,81,6.1NRT,292.82,10.15,N
21.58529,-78.00291,314.75,1.02,1.01,2023-01-27,03:06,T,90,6.1NRT,293.4,12.93,N
21.33471,-78.32715,307.28,1.04,1.02,2023-01-27,03:06,T,71,6.1NRT,290.82,8.85,N
19.79812,-104.29633,305.34,1.22,1.1,2023-01-27,04:44,T,64,6.1NRT,287.9,10.28,N
19.80771,-104.29862,327.78,1.22,1.1,2023-01-27,04:44,T,100,6.1NRT,287.03,36.53,N
28.97123,-104.48432,311.21,1.02,1.01,2023-01-27,04:46,T,82,6.1NRT,272.28,15.92,N
32.18631,-102.01043,310.25,1.12,1.05,2023-01-27,04:46,T,80,6.1NRT,270.49,18.46,N
31.35238,-113.48148,300.53,2.93,1.63,2023-01-27,04:48,T,29,6.1NRT,278.8,38.68,N
18.93581,-70.35028,301.63,2.19,1.43,2023-01-27,06:09,A,43,6.1NRT,288.6,18.74,N
37.90058,-82.56985,313.82,1.02,1.01,2023-01-27,07:43,A,83,6.1NRT,271.17,18.65,N
33.42039,-110.86108,323.31,1.04,1.02,2023-01-27,09:24,A,100,6.1NRT,270.86,28.48,N
