latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.3533,-71.99262,306.37,1.07,1.03,2023-02-22,02:53,T,66,6.1NRT,282.91,10.32,N
20.21899,-75.00824,316.34,1.02,1.01,2023-02-22,02:53,T,93,6.1NRT,291.34,15.2,N
20.46135,-75.80087,304.4,1.07,1.03,2023-02-22,02:53,T,11,6.1NRT,291.47,5.97,N
20.45986,-75.81081,320.75,1.08,1.04,2023-02-22,02:53,T,100,6.1NRT,293.1,20.49,N
20.45837,-75.82071,304.74,1.08,1.04,2023-02-22,02:53,T,24,6.1NRT,290.82,6.32,N
20.46839,-75.80774,303.77,1.07,1.03,2023-02-22,02:53,T,57,6.1NRT,290.52,6.37,N
20.53363,-75.74702,303.83,1.07,1.03,2023-02-22,02:53,T,57,6.1NRT,289.75,7.23,N
21.06431,-78.12148,307.42,1.39,1.17,2023-02-22,02:53,T,71,6.1NRT,293.19,11.22,N
21.18724,-78.43053,318.58,1.44,1.19,2023-02-22,02:53,T,97,6.1NRT,293.4,27.78,N
21.86631,-78.66732,322.93,1.46,1.19,2023-02-22,02:53,T,100,6.1NRT,293.14,35.62,N
21.86397,-78.68102,303.28,1.46,1.19,2023-02-22,02:53,T,54,6.1NRT,293.08,8.42,N
18.33714,-71.25817,303.35,1.14,1.07,2023-02-22,02:53,T,55,6.1NRT,291.93,6.46,N
18.35459,-71.98283,301.96,1.07,1.03,2023-02-22,02:53,T,31,6.1NRT,282.71,7.55,N
18.38426,-74.04124,305.66,1,1,2023-02-22,02:53,T,65,6.1NRT,285.23,8.92,N
21.19993,-78.41906,319.91,1.44,1.19,2023-02-22,02:53,T,99,6.1NRT,292.84,29.67,N
21.19767,-78.43256,343.57,1.44,1.19,2023-02-22,02:53,T,100,6.1NRT,293.77,84.73,N
21.48506,-78.13307,304.02,1.37,1.16,2023-02-22,02:53,T,58,6.1NRT,292.19,8.09,N
21.48433,-78.12604,306.59,1.36,1.16,2023-02-22,02:53,T,69,6.1NRT,292.38,10.63,N
21.64138,-78.35606,321.81,1.4,1.17,2023-02-22,02:53,T,100,6.1NRT,293.82,31.31,N
21.63189,-79.01714,315.57,1.55,1.23,2023-02-22,02:53,T,91,6.1NRT,293.12,25.4,N
21.73273,-78.48943,304,1.42,1.18,2023-02-22,02:53,T,58,6.1NRT,293.02,8.39,N
21.83629,-78.05499,306.65,1.33,1.14,2023-02-22,02:53,T,69,6.1NRT,292.7,11.21,N
22.71656,-79.83565,317.16,1.68,1.28,2023-02-22,02:55,T,95,6.1NRT,291.57,33.22,N
22.63106,-83.10406,305.21,2.93,1.63,2023-02-22,02:55,T,63,6.1NRT,291.17,36.07,N
22.63652,-83.07689,305.99,2.91,1.63,2023-02-22,02:55,T,66,6.1NRT,291.23,37.87,N
22.62888,-83.09708,306.05,2.93,1.63,2023-02-22,02:55,T,67,6.1NRT,291.35,37.19,N
22.70539,-79.83331,303.78,1.68,1.28,2023-02-22,02:55,T,57,6.1NRT,291.25,12.86,N
18.20135,-94.0045,304.57,1.48,1.2,2023-02-22,04:31,T,61,6.1NRT,293.89,9.27,N
20.04778,-99.29464,304.54,1.01,1,2023-02-22,04:31,T,61,6.1NRT,285.73,7.77,N
20.03281,-99.27286,309.56,1.01,1,2023-02-22,04:31,T,78,6.1NRT,287.16,10.71,N
20.14703,-98.4022,306.66,1,1,2023-02-22,04:31,T,69,6.1NRT,282.6,10.56,N
19.65874,-99.81501,316.33,1.04,1.02,2023-02-22,04:31,T,93,6.1NRT,278.04,19.98,N
19.71017,-99.01327,316.56,1,1,2023-02-22,04:31,T,93,6.1NRT,285.14,16.98,N
19.70135,-99.01183,302.21,1,1,2023-02-22,04:31,T,47,6.1NRT,285.22,6.88,N
19.4771,-96.46738,300.79,1.11,1.05,2023-02-22,04:31,T,33,6.1NRT,284.79,6.32,N
19.01887,-98.62344,306.16,1,1,2023-02-22,04:31,T,67,6.1NRT,265.27,12.51,N
19.39575,-92.05413,310.55,2.14,1.42,2023-02-22,04:31,T,71,6.1NRT,296.14,23.18,N
19.39779,-92.03407,308.93,2.15,1.42,2023-02-22,04:31,T,63,6.1NRT,296.07,19.89,N
19.39474,-92.04847,308.11,2.14,1.42,2023-02-22,04:31,T,59,6.1NRT,296.17,19.12,N
18.6403,-92.16545,303.75,2.04,1.39,2023-02-22,04:31,T,57,6.1NRT,293.32,10.83,N
18.08875,-94.04672,304.14,1.46,1.2,2023-02-22,04:31,T,59,6.1NRT,294.1,8.83,N
17.91376,-93.52376,306.08,1.58,1.24,2023-02-22,04:31,T,67,6.1NRT,293.42,12.74,N
17.89507,-93.19323,316.65,1.67,1.27,2023-02-22,04:31,T,94,6.1NRT,294.51,29.25,N
17.89692,-93.17764,308.43,1.68,1.27,2023-02-22,04:31,T,74,6.1NRT,294.19,15.53,N
17.84577,-93.12369,328.65,1.69,1.28,2023-02-22,04:31,T,100,6.1NRT,294.1,57.08,N
17.84756,-93.10796,310.11,1.69,1.28,2023-02-22,04:31,T,79,6.1NRT,293.2,18.97,N
17.89235,-92.492,303.63,1.89,1.34,2023-02-22,04:31,T,34,6.1NRT,286.64,12.35,N
17.89841,-92.48715,302.07,1.89,1.34,2023-02-22,04:31,T,46,6.1NRT,286.8,11.32,N
25.71495,-100.29802,311.09,1,1,2023-02-22,04:33,T,82,6.1NRT,293.36,8.89,N
20.52604,-100.92545,303.22,1.12,1.05,2023-02-22,04:33,T,54,6.1NRT,288.39,8.13,N
20.32698,-104.54916,301.98,1.89,1.34,2023-02-22,04:33,T,46,6.1NRT,283.25,18.99,N
21.85405,-98.04117,316.89,1.03,1.01,2023-02-22,04:33,T,94,6.1NRT,293.01,15.03,N
22.504,-98.06681,303.07,1.03,1.02,2023-02-22,04:33,T,53,6.1NRT,292.52,5.73,N
22.9085,-99.0196,302.14,1,1,2023-02-22,04:33,T,47,6.1NRT,291.05,4.74,N
22.90718,-99.02917,301.97,1,1,2023-02-22,04:33,T,46,6.1NRT,291.17,4.61,N
22.95626,-98.87067,305.81,1.01,1,2023-02-22,04:33,T,66,6.1NRT,291.87,6.24,N
25.60636,-100.92216,302.58,1.02,1.01,2023-02-22,04:33,T,50,6.1NRT,288.98,5.4,N
18.38367,-74.03336,306.3,1.6,1.24,2023-02-22,06:33,A,68,6.1NRT,285.99,18.69,N
18.35471,-71.98616,309.22,1.19,1.08,2023-02-22,06:33,A,77,6.1NRT,283.52,14.01,N
29.87687,-92.88824,304.91,1.06,1.03,2023-02-22,08:09,A,62,6.1NRT,291.79,7.19,N
17.84166,-93.11977,320.55,1.03,1.01,2023-02-22,08:11,A,100,6.1NRT,283.25,20.14,N
19.40135,-92.03728,307.67,1.08,1.04,2023-02-22,08:11,A,56,6.1NRT,296.38,6.44,N
19.39216,-92.03888,316.65,1.08,1.04,2023-02-22,08:11,A,91,6.1NRT,296.49,13.85,N
18.20644,-94.00234,316.56,1,1,2023-02-22,08:11,A,93,6.1NRT,293.42,14.15,N
18.0649,-93.31328,308.64,1.02,1.01,2023-02-22,08:11,A,75,6.1NRT,292.95,8.41,N
18.06347,-93.30385,304.02,1.02,1.01,2023-02-22,08:11,A,58,6.1NRT,293.14,5.38,N
17.90136,-92.49075,302.87,1.07,1.03,2023-02-22,08:11,A,52,6.1NRT,291.45,4.5,N
18.13382,-94.20049,303.71,1,1,2023-02-22,08:11,A,57,6.1NRT,292.78,5.55,N
18.09265,-94.04528,310.77,1,1,2023-02-22,08:11,A,81,6.1NRT,291.78,10.35,N
17.90705,-93.18104,308.72,1.02,1.01,2023-02-22,08:11,A,75,6.1NRT,290.32,8.19,N
17.89807,-93.18252,327.57,1.02,1.01,2023-02-22,08:11,A,100,6.1NRT,291,26.06,N
17.84021,-93.11024,314.36,1.03,1.01,2023-02-22,08:11,A,89,6.1NRT,282.23,14.44,N
