latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
17.83974,-93.1303,323.55,4.28,1.91,2022-12-30,03:32,T,100,6.1NRT,291.35,172.21,N
17.89586,-92.49223,318.29,3.82,1.83,2022-12-30,03:32,T,97,6.1NRT,291.3,110.5,N
19.39812,-92.0416,307.77,3.28,1.71,2022-12-30,03:32,T,56,6.1NRT,290.95,36.53,N
21.44703,-77.99393,302.85,1.79,1.31,2022-12-30,03:32,T,52,6.1NRT,292.14,9.92,N
17.88933,-93.19322,304.51,4.31,1.92,2022-12-30,03:32,T,60,6.1NRT,291.5,47.28,N
17.90248,-93.19189,306.18,4.31,1.92,2022-12-30,03:32,T,67,6.1NRT,291.8,54.91,N
17.8434,-93.13778,317.21,4.28,1.91,2022-12-30,03:32,T,95,6.1NRT,291.44,124.63,N
17.85112,-93.09923,306.24,4.25,1.91,2022-12-30,03:32,T,67,6.1NRT,290.92,56.03,N
17.90339,-92.50063,303.24,3.82,1.83,2022-12-30,03:32,T,54,6.1NRT,291.24,33.75,N
31.09494,-87.79526,312.56,1.08,1.04,2022-12-30,03:34,T,85,6.1NRT,285.65,14.78,N
32.9015,-86.05825,306.89,1,1,2022-12-30,03:36,T,70,6.1NRT,281.02,11.1,N
32.50986,-86.86625,303.09,1.01,1,2022-12-30,03:36,T,53,6.1NRT,283.42,8.07,N
20.28423,-101.94595,301.38,1.95,1.36,2022-12-30,05:12,T,41,6.1NRT,278.75,22.31,N
17.90243,-92.47444,309.92,2.15,1.42,2022-12-30,07:37,A,79,6.1NRT,291.96,28.31,N
17.90479,-92.49453,309.33,2.15,1.43,2022-12-30,07:37,A,77,6.1NRT,291.76,27.14,N
18.0941,-94.03887,312.25,2.84,1.61,2022-12-30,07:37,A,84,6.1NRT,290.73,54.53,N
17.9034,-92.48732,319.4,2.15,1.43,2022-12-30,07:37,A,76,6.1NRT,291.97,47.63,N
19.29782,-92.16382,337.63,2.13,1.42,2022-12-30,07:37,A,100,6.1NRT,293.24,114.62,N
19.39978,-92.04321,310.92,2.09,1.41,2022-12-30,07:37,A,73,6.1NRT,292.89,24.54,N
19.40175,-92.03763,313.81,2.09,1.41,2022-12-30,07:37,A,83,6.1NRT,292.9,30.82,N
18.0951,-94.03111,307.87,2.84,1.61,2022-12-30,07:37,A,73,6.1NRT,290.57,40.27,N
19.29556,-92.14376,305.99,2.12,1.42,2022-12-30,07:37,A,40,6.1NRT,292.82,14.98,N
17.84562,-93.13175,302.56,2.41,1.5,2022-12-30,07:37,A,50,6.1NRT,290.83,19.18,N
17.90449,-93.1708,308.13,2.43,1.5,2022-12-30,07:37,A,74,6.1NRT,291.92,29.97,N
17.90044,-93.16609,306.09,2.43,1.5,2022-12-30,07:37,A,67,6.1NRT,291.75,24.91,N
17.90287,-93.18875,306.78,2.44,1.51,2022-12-30,07:37,A,69,6.1NRT,291.62,26.95,N
17.84314,-93.10932,327.07,2.4,1.49,2022-12-30,07:37,A,100,6.1NRT,291.42,92.58,N
17.91679,-93.52486,301.22,2.58,1.54,2022-12-30,07:37,A,39,6.1NRT,290.51,19.94,N
19.61117,-155.50253,302.03,1.07,1.03,2022-12-30,08:28,T,18,6.1NRT,289.81,8.11,N
37.42,-77.42749,309.46,1.09,1.04,2022-12-30,15:37,T,60,6.1NRT,285.94,11.69,D
26.63469,-80.54667,309.79,1.14,1.06,2022-12-30,15:39,T,64,6.1NRT,292.44,6.47,D
26.44664,-81.75734,306.38,1.3,1.13,2022-12-30,15:39,T,49,6.1NRT,293.66,5.7,D
26.29099,-81.23174,317.74,1.22,1.1,2022-12-30,15:39,T,74,6.1NRT,295.14,15.78,D
26.28951,-81.21979,315.12,1.21,1.1,2022-12-30,15:39,T,71,6.1NRT,294.04,12.5,D
26.33278,-81.74107,307.65,1.3,1.13,2022-12-30,15:39,T,52,6.1NRT,294.55,6.13,D
35.11421,-78.23167,302.3,1.11,1.05,2022-12-30,15:39,T,52,6.1NRT,286.93,6.74,D
34.67055,-78.85764,316.19,1.16,1.07,2022-12-30,15:39,T,76,6.1NRT,289.47,18.23,D
34.66901,-78.84523,303.02,1.16,1.07,2022-12-30,15:39,T,54,6.1NRT,289.34,6.73,D
34.3887,-78.96304,304.91,1.16,1.07,2022-12-30,15:39,T,60,6.1NRT,290.02,8.3,D
34.38718,-78.95062,301.41,1.16,1.07,2022-12-30,15:39,T,47,6.1NRT,289.46,5.63,D
32.02804,-81.59687,301.23,1.5,1.21,2022-12-30,15:39,T,45,6.1NRT,290.94,5.81,D
31.93492,-83.25204,309.1,1.91,1.35,2022-12-30,15:39,T,68,6.1NRT,283.07,25.32,D
31.79494,-81.87403,302.45,1.55,1.23,2022-12-30,15:39,T,52,6.1NRT,290.4,7.67,D
31.14633,-83.30727,300.71,1.89,1.34,2022-12-30,15:39,T,41,6.1NRT,288.3,7.98,D
30.99699,-84.62244,307.99,2.31,1.47,2022-12-30,15:39,T,58,6.1NRT,270.44,35.27,D
30.99953,-84.62827,305.79,2.31,1.47,2022-12-30,15:39,T,53,6.1NRT,270.46,27.98,D
30.68783,-83.51392,314.4,1.92,1.35,2022-12-30,15:39,T,75,6.1NRT,280.71,35.98,D
30.08005,-82.57648,303.04,1.63,1.26,2022-12-30,15:39,T,55,6.1NRT,289.69,8.71,D
26.49092,-80.55869,310.36,1.13,1.06,2022-12-30,15:39,T,64,6.1NRT,293.5,7.05,D
18.27561,-78.13148,320.78,1.1,1.04,2022-12-30,15:41,T,78,6.1NRT,301.1,14.58,D
20.55612,-76.34561,325.86,1.26,1.12,2022-12-30,15:41,T,80,6.1NRT,302.09,21.56,D
20.55802,-76.35738,346.57,1.26,1.11,2022-12-30,15:41,T,94,6.1NRT,302.35,65.93,D
20.55863,-76.3514,363.78,1.26,1.11,2022-12-30,15:41,T,100,6.1NRT,303.09,124.68,D
20.56059,-76.36314,339.98,1.26,1.11,2022-12-30,15:41,T,90,6.1NRT,301.53,49.51,D
20.56845,-76.34961,345.8,1.26,1.11,2022-12-30,15:41,T,93,6.1NRT,303.6,64.69,D
