latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.92955,-70.36082,303.77,1.13,1.06,2022-12-29,02:51,T,57,6.1NRT,291.89,6.29,N
18.93091,-70.35027,306.88,1.13,1.06,2022-12-29,02:51,T,70,6.1NRT,292.14,8.61,N
21.16585,-76.92401,309.81,1.37,1.16,2022-12-29,02:51,T,78,6.1NRT,290.85,15.91,N
21.10232,-76.81306,301.91,1.35,1.15,2022-12-29,02:51,T,45,6.1NRT,290.79,7.58,N
28.23213,-80.97115,306.01,1.87,1.34,2022-12-29,02:53,T,66,6.1NRT,283.81,25.42,N
28.23463,-80.98464,300.4,1.87,1.34,2022-12-29,02:53,T,17,6.1NRT,282.48,15.63,N
19.29657,-92.17513,309.96,1.71,1.28,2022-12-29,04:29,T,60,6.1NRT,291.21,19.01,N
19.29836,-92.15909,309.75,1.71,1.28,2022-12-29,04:29,T,68,6.1NRT,291.57,17.98,N
18.50413,-96.15337,302.36,1.03,1.01,2022-12-29,04:29,T,49,6.1NRT,288.49,6.06,N
18.50543,-96.14381,320.89,1.03,1.01,2022-12-29,04:29,T,100,6.1NRT,289.68,20.66,N
17.89981,-93.18667,314.29,1.39,1.17,2022-12-29,04:29,T,89,6.1NRT,290.27,19.93,N
17.84796,-93.12109,318.45,1.4,1.17,2022-12-29,04:29,T,97,6.1NRT,290.78,27.29,N
17.83754,-93.11972,315.65,1.4,1.17,2022-12-29,04:29,T,92,6.1NRT,290.78,23.42,N
17.88943,-93.18527,307.52,1.39,1.17,2022-12-29,04:29,T,72,6.1NRT,290.39,12.66,N
17.90198,-92.48845,305.56,1.55,1.23,2022-12-29,04:29,T,55,6.1NRT,290.26,11.1,N
17.89106,-92.48703,306.11,1.55,1.23,2022-12-29,04:29,T,53,6.1NRT,290.66,11.48,N
17.91092,-93.52145,301.89,1.32,1.14,2022-12-29,04:29,T,45,6.1NRT,288.85,8.06,N
18.06773,-93.31296,306.88,1.37,1.16,2022-12-29,04:29,T,70,6.1NRT,290.75,12.12,N
