latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
22.19137,-78.83595,301.14,2.32,1.47,2023-02-04,03:40,T,38,6.1NRT,289.83,16.52,N
22.19175,-78.85178,301.37,2.31,1.47,2023-02-04,03:40,T,40,6.1NRT,289.85,17.65,N
21.87867,-79.25439,304.93,2.14,1.42,2023-02-04,03:40,T,62,6.1NRT,290.37,18.71,N
21.878,-79.24861,301.75,2.14,1.42,2023-02-04,03:40,T,44,6.1NRT,290.32,14.21,N
20.6467,-76.90553,309.32,3.09,1.67,2023-02-04,03:40,T,66,6.1NRT,290.92,46.03,N
20.64708,-76.89999,306.47,3.09,1.67,2023-02-04,03:40,T,46,6.1NRT,290.79,38.94,N
22.18941,-84.05629,302.97,1.09,1.04,2023-02-04,03:42,T,52,6.1NRT,292.37,5.42,N
22.4387,-83.19564,311.18,1.19,1.09,2023-02-04,03:42,T,82,6.1NRT,291.01,14.05,N
22.43727,-83.207,302.55,1.19,1.08,2023-02-04,03:42,T,50,6.1NRT,291.08,6.89,N
19.7704,-104.21053,306.32,1.91,1.35,2023-02-04,05:18,T,68,6.1NRT,286.32,22.75,N
19.75842,-104.20904,316.36,1.91,1.35,2023-02-04,05:18,T,93,6.1NRT,286.54,40.8,N
18.96156,-72.13184,304.2,1.2,1.09,2023-02-04,06:54,A,59,6.1NRT,291.07,8.07,N
22.18902,-78.83993,306.11,1.54,1.22,2023-02-04,06:54,A,67,6.1NRT,289.43,15.55,N
18.93466,-70.3491,301.59,1.55,1.23,2023-02-04,06:54,A,42,6.1NRT,290.41,10.22,N
17.93312,-102.19489,306.83,1.13,1.06,2023-02-04,08:34,A,69,6.1NRT,293.67,7.66,N
19.41548,-155.28207,317.57,2.06,1.4,2023-02-04,11:51,A,94,6.1NRT,268.52,52.09,N
19.4185,-155.2766,312.44,2.06,1.4,2023-02-04,11:51,A,62,6.1NRT,273.14,41.05,N
19.41327,-155.26302,310.15,2.05,1.39,2023-02-04,11:51,A,26,6.1NRT,275.47,35.25,N
30.08876,-83.17712,302.16,1.3,1.13,2023-02-04,15:48,T,51,6.1NRT,286.98,7.58,D
31.27663,-83.52621,303,1.41,1.18,2023-02-04,15:48,T,54,6.1NRT,285.44,10.67,D
31.11923,-84.51549,302.72,1.62,1.25,2023-02-04,15:48,T,53,6.1NRT,287.25,11.66,D
31.11751,-84.49885,308.42,1.61,1.25,2023-02-04,15:48,T,67,6.1NRT,286.21,18.44,D
30.34233,-81.89835,307.65,1.13,1.06,2023-02-04,15:48,T,66,6.1NRT,288.4,10.12,D
30.61318,-86.6951,305.63,2.23,1.45,2023-02-04,15:48,T,62,6.1NRT,285.29,27.05,D
30.61113,-86.67209,300.54,2.23,1.45,2023-02-04,15:48,T,38,6.1NRT,284.9,17.42,D
30.09034,-83.19038,300.29,1.3,1.13,2023-02-04,15:48,T,34,6.1NRT,287.67,6.22,D
29.58506,-82.80159,300.94,1.23,1.1,2023-02-04,15:48,T,42,6.1NRT,288.47,5.07,D
22.40423,-80.1823,313.78,1.03,1.02,2023-02-04,15:50,T,64,6.1NRT,298.86,5.96,D
26.84738,-81.14151,327.34,1.02,1.01,2023-02-04,15:50,T,84,6.1NRT,293.22,22.6,D
26.83848,-81.14301,346.05,1.02,1.01,2023-02-04,15:50,T,94,6.1NRT,292.11,51.72,D
26.83708,-81.133,327.29,1.02,1.01,2023-02-04,15:50,T,84,6.1NRT,292.3,22.26,D
26.54846,-80.52628,326.37,1,1,2023-02-04,15:50,T,83,6.1NRT,296.55,19.35,D
26.54704,-80.51646,320.03,1,1,2023-02-04,15:50,T,78,6.1NRT,295.49,12.86,D
26.53726,-80.52416,318.93,1,1,2023-02-04,15:50,T,77,6.1NRT,295.15,12.18,D
22.99472,-81.67889,309.87,1.01,1,2023-02-04,15:50,T,63,6.1NRT,294.88,5.56,D
22.19518,-78.8443,339.14,1.16,1.07,2023-02-04,15:50,T,90,6.1NRT,302.22,41.82,D
22.19342,-78.83333,339.91,1.16,1.07,2023-02-04,15:50,T,90,6.1NRT,302.62,43.79,D
22.18398,-78.83509,324.58,1.16,1.07,2023-02-04,15:50,T,79,6.1NRT,306.22,19.42,D
22.5024,-81.14101,316.07,1,1,2023-02-04,15:50,T,63,6.1NRT,299.37,8.69,D
22.23796,-80.18353,314.76,1.04,1.02,2023-02-04,15:50,T,64,6.1NRT,301.15,7.05,D
