latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.92843,-70.35454,313.56,1.87,1.34,2023-01-02,02:19,T,87,6.1NRT,289.48,32.38,N
17.89796,-92.4925,336.69,1.31,1.13,2023-01-02,03:57,T,100,6.1NRT,288.24,55.45,N
17.87794,-92.48891,302.54,1.31,1.13,2023-01-02,03:57,T,50,6.1NRT,287.65,5.74,N
18.50319,-96.15163,303.18,2.31,1.47,2023-01-02,03:57,T,54,6.1NRT,278.66,23.4,N
18.20482,-94.00152,303.95,1.62,1.25,2023-01-02,03:57,T,58,6.1NRT,293.4,9.8,N
18.09251,-94.05228,324.01,1.65,1.26,2023-01-02,03:57,T,100,6.1NRT,293.91,44.69,N
18.09507,-94.03715,305.62,1.64,1.26,2023-01-02,03:57,T,65,6.1NRT,293.46,12.98,N
18.06385,-93.31358,308.18,1.46,1.2,2023-01-02,03:57,T,74,6.1NRT,294.35,12.75,N
17.91547,-93.52058,308.26,1.52,1.22,2023-01-02,03:57,T,74,6.1NRT,292.03,14.53,N
17.89934,-93.18867,323.48,1.45,1.19,2023-01-02,03:57,T,100,6.1NRT,294.42,34.19,N
17.90149,-93.1754,308.87,1.44,1.19,2023-01-02,03:57,T,76,6.1NRT,293.8,12.18,N
17.88886,-93.18675,308.17,1.45,1.19,2023-01-02,03:57,T,74,6.1NRT,293.67,12.07,N
17.84527,-93.12415,342.65,1.43,1.18,2023-01-02,03:57,T,100,6.1NRT,294.08,79.91,N
17.84746,-93.11101,325.86,1.43,1.18,2023-01-02,03:57,T,100,6.1NRT,293.27,38.79,N
17.84011,-93.11675,359.66,1.43,1.18,2023-01-02,03:57,T,100,6.1NRT,294.19,143.68,N
17.83799,-93.12997,321.64,1.44,1.19,2023-01-02,03:57,T,100,6.1NRT,293.15,31.6,N
19.39497,-92.03665,306.26,1.18,1.08,2023-01-02,03:59,T,43,6.1NRT,295.42,5.77,N
