latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
21.35849,-78.02161,343.7,1.05,1.03,2023-01-01,03:17,T,100,6.1NRT,293.98,53.54,N
21.36725,-78.01909,316.04,1.06,1.03,2023-01-01,03:17,T,92,6.1NRT,292.37,15.13,N
21.92144,-77.99664,303.64,1.07,1.03,2023-01-01,03:17,T,37,6.1NRT,293.23,4.38,N
21.93059,-77.99805,306.25,1.07,1.03,2023-01-01,03:17,T,67,6.1NRT,293.46,6.16,N
21.35983,-78.01161,316.23,1.06,1.03,2023-01-01,03:17,T,93,6.1NRT,292.58,14.72,N
20.20537,-74.9463,304.05,1.48,1.2,2023-01-01,03:17,T,58,6.1NRT,290.74,9.51,N
22.65798,-81.22195,302.29,1.05,1.02,2023-01-01,03:17,T,48,6.1NRT,291.68,4.87,N
18.51446,-96.14117,301.46,2.53,1.53,2023-01-01,04:55,T,34,6.1NRT,289.64,19.93,N
17.89797,-93.19006,304.27,4.17,1.89,2023-01-01,04:55,T,59,6.1NRT,279.61,57.68,N
17.9024,-93.19766,300.85,4.17,1.89,2023-01-01,04:55,T,21,6.1NRT,280.59,42.47,N
17.90515,-93.53954,300.03,3.92,1.84,2023-01-01,04:55,T,11,6.1NRT,289.26,33.53,N
18.09715,-94.03682,301.8,3.62,1.78,2023-01-01,04:55,T,44,6.1NRT,289.51,34.82,N
18.50458,-96.15733,301.75,2.52,1.53,2023-01-01,04:55,T,44,6.1NRT,289.54,21.73,N
20.99812,-100.34388,301.69,1.36,1.16,2023-01-01,04:55,T,43,6.1NRT,281.16,12.47,N
19.30314,-92.15616,316.11,3.8,1.82,2023-01-01,07:24,A,90,6.1NRT,290.09,94.6,N
17.90317,-92.48019,304.9,3.85,1.83,2023-01-01,07:24,A,62,6.1NRT,280.41,55.96,N
21.36642,-78.02576,316.66,1.36,1.16,2023-01-01,07:24,A,94,6.1NRT,291.77,24.04,N
21.36422,-78.01289,333.42,1.36,1.16,2023-01-01,07:24,A,100,6.1NRT,292.84,53.64,N
21.36201,-77.99998,315.67,1.37,1.16,2023-01-01,07:24,A,92,6.1NRT,291.27,22.7,N
21.35617,-78.02772,318.98,1.36,1.16,2023-01-01,07:24,A,98,6.1NRT,291.97,27.24,N
21.35396,-78.01486,330.6,1.36,1.16,2023-01-01,07:24,A,100,6.1NRT,292.75,47.78,N
19.29758,-92.16434,314.8,3.8,1.82,2023-01-01,07:24,A,86,6.1NRT,290.25,87.63,N
20.42924,-77.04431,310.48,1.05,1.02,2023-01-01,15:26,T,45,6.1NRT,298.31,4.68,D
21.92522,-77.99286,314.72,1.19,1.08,2023-01-01,15:26,T,53,6.1NRT,298.94,8.62,D
21.92378,-77.98159,313.25,1.19,1.08,2023-01-01,15:26,T,39,6.1NRT,297.66,7.02,D
21.91705,-78.00552,315.43,1.19,1.08,2023-01-01,15:26,T,56,6.1NRT,296.18,9.5,D
