latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
45.28082,-66.02025,302.01,0.47,0.4,2022-12-31,06:05,1,nominal,2.0NRT,267.3,1.93,N
37.42359,-77.43032,296.02,0.48,0.65,2022-12-31,06:07,1,nominal,2.0NRT,274.36,1.43,N
37.82419,-77.77009,296.48,0.51,0.66,2022-12-31,06:07,1,nominal,2.0NRT,262.26,0.81,N
33.01634,-79.89247,311.61,0.62,0.71,2022-12-31,06:09,1,nominal,2.0NRT,281.71,1.67,N
33.01608,-79.88564,298.7,0.62,0.71,2022-12-31,06:09,1,nominal,2.0NRT,281.78,1.67,N
21.74308,-77.74271,300.57,0.35,0.57,2022-12-31,06:12,1,nominal,2.0NRT,290.25,0.31,N
21.0609,-78.03791,306.59,0.36,0.58,2022-12-31,06:12,1,nominal,2.0NRT,291.07,0.62,N
20.61761,-76.39686,316.17,0.56,0.52,2022-12-31,06:12,1,nominal,2.0NRT,290.39,2.15,N
22.75189,-81.90377,300.5,0.67,0.74,2022-12-31,06:12,1,nominal,2.0NRT,289.86,1.47,N
20.61702,-76.39145,301.21,0.56,0.52,2022-12-31,06:12,1,nominal,2.0NRT,290.1,1.48,N
20.61287,-76.39748,302.04,0.56,0.52,2022-12-31,06:12,1,nominal,2.0NRT,289.95,2.15,N
19.48602,-70.75723,313.03,0.41,0.37,2022-12-31,06:12,1,nominal,2.0NRT,290.94,1.29,N
19.50028,-71.09652,334.53,0.42,0.38,2022-12-31,06:12,1,nominal,2.0NRT,292.59,3.54,N
18.93132,-70.35395,298.87,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,284.8,1.54,N
22.75233,-81.91044,303.28,0.68,0.74,2022-12-31,06:12,1,nominal,2.0NRT,290.03,1.59,N
21.93945,-78.01999,312.43,0.37,0.58,2022-12-31,06:12,1,nominal,2.0NRT,290.51,1.04,N
21.93633,-78.01956,313.53,0.37,0.58,2022-12-31,06:12,1,nominal,2.0NRT,290.3,1.45,N
21.91489,-78.02204,308.96,0.37,0.58,2022-12-31,06:12,1,nominal,2.0NRT,289.99,1.56,N
21.91453,-78.01842,304.46,0.37,0.58,2022-12-31,06:12,1,nominal,2.0NRT,290.03,1,N
18.92796,-70.35447,340.71,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,287.49,1.54,N
18.92853,-70.35822,299.12,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,286.56,0.45,N
18.92739,-70.35068,304.93,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,285.59,1.54,N
18.92517,-70.35871,298.8,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,286.32,0.63,N
18.9246,-70.35496,303.27,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,286.45,0.79,N
22.75047,-81.905,307.35,0.67,0.74,2022-12-31,06:12,1,nominal,2.0NRT,290.03,2.69,N
18.93074,-70.35017,299.19,0.4,0.37,2022-12-31,06:12,1,nominal,2.0NRT,285.94,1.54,N
18.36337,-71.24129,304.26,0.42,0.37,2022-12-31,06:14,1,nominal,2.0NRT,291.94,3.78,N
18.35995,-71.24183,343.36,0.42,0.37,2022-12-31,06:14,1,nominal,2.0NRT,293.9,3.78,N
18.36052,-71.24576,311.76,0.42,0.37,2022-12-31,06:14,1,nominal,2.0NRT,291.71,2.06,N
41.78528,-94.6433,295.5,0.39,0.44,2022-12-31,07:48,1,nominal,2.0NRT,267.32,0.6,N
40.15134,-94.3009,325.64,0.55,0.42,2022-12-31,07:48,1,nominal,2.0NRT,268.92,3.3,N
41.26624,-94.1282,295.63,0.55,0.43,2022-12-31,07:48,1,nominal,2.0NRT,268.79,0.95,N
32.17941,-102.26842,326.83,0.41,0.6,2022-12-31,07:50,1,nominal,2.0NRT,279.38,5.85,N
32.17968,-102.2728,367,0.41,0.6,2022-12-31,07:50,1,high,2.0NRT,276.7,5.85,N
32.22263,-101.76177,313.27,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,277.15,0.91,N
32.35436,-103.41344,299,0.48,0.64,2022-12-31,07:50,1,nominal,2.0NRT,274.62,0.6,N
32.31667,-102.1573,312.14,0.4,0.6,2022-12-31,07:50,1,nominal,2.0NRT,276.19,0.97,N
32.28104,-101.40981,297.16,0.36,0.58,2022-12-31,07:50,1,nominal,2.0NRT,280.05,0.89,N
32.32698,-101.82278,304.38,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,276.74,1.95,N
32.32727,-101.82686,341.89,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,276.66,1.95,N
32.33272,-101.82635,296.32,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,275.94,1.95,N
32.35311,-101.72995,302.66,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,275.43,0.56,N
32.40213,-102.34192,296.74,0.41,0.61,2022-12-31,07:50,1,nominal,2.0NRT,275.16,0.5,N
32.34966,-101.729,301.19,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,274.82,0.69,N
32.36414,-101.6218,314.36,0.37,0.58,2022-12-31,07:50,1,nominal,2.0NRT,274.43,3.26,N
32.36386,-101.6178,345.09,0.37,0.58,2022-12-31,07:50,1,nominal,2.0NRT,280.46,3.26,N
32.37907,-101.68092,305.14,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,275.04,0.65,N
32.37747,-101.57988,307.95,0.37,0.58,2022-12-31,07:50,1,nominal,2.0NRT,275.37,1.48,N
32.3899,-101.60274,303.15,0.37,0.58,2022-12-31,07:50,1,nominal,2.0NRT,275.44,0.92,N
32.39075,-101.61478,309.1,0.37,0.58,2022-12-31,07:50,1,nominal,2.0NRT,274.37,1.16,N
32.39837,-101.7237,298.38,0.38,0.59,2022-12-31,07:50,1,nominal,2.0NRT,274.27,0.46,N
32.45169,-101.36385,298.15,0.36,0.57,2022-12-31,07:50,1,nominal,2.0NRT,277.85,0.96,N
32.45196,-101.36768,313.38,0.36,0.58,2022-12-31,07:50,1,nominal,2.0NRT,277.33,0.96,N
32.47679,-101.64738,303.23,0.38,0.58,2022-12-31,07:50,1,nominal,2.0NRT,275.43,1.17,N
32.47707,-101.65145,312,0.38,0.58,2022-12-31,07:50,1,nominal,2.0NRT,273.78,1.17,N
32.69527,-103.29082,301.72,0.47,0.64,2022-12-31,07:50,1,nominal,2.0NRT,274.56,0.89,N
