latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
45.28197,-66.01804,295.47,0.61,0.53,2023-01-28,05:40,1,nominal,2.0NRT,269.87,1.33,N
19.00766,-72.05118,320.79,0.36,0.58,2023-01-28,05:48,1,nominal,2.0NRT,290.05,4.34,N
18.75679,-68.99422,299.94,0.45,0.47,2023-01-28,05:48,1,nominal,2.0NRT,287.5,1.16,N
18.75731,-68.9985,302.84,0.46,0.47,2023-01-28,05:48,1,nominal,2.0NRT,286.33,0.9,N
19.07633,-72.29327,298.29,0.38,0.59,2023-01-28,05:48,1,nominal,2.0NRT,288.16,0.63,N
19.00173,-72.04578,308.62,0.36,0.58,2023-01-28,05:48,1,nominal,2.0NRT,290.64,3.23,N
19.00799,-72.10616,300.36,0.37,0.58,2023-01-28,05:48,1,nominal,2.0NRT,289.05,0.56,N
19.00205,-72.04889,354.36,0.36,0.58,2023-01-28,05:48,1,nominal,2.0NRT,292.32,3.23,N
19.00733,-72.04803,321.81,0.36,0.58,2023-01-28,05:48,1,nominal,2.0NRT,290.62,3.23,N
20.6502,-76.78935,299.49,0.77,0.77,2023-01-28,05:48,1,nominal,2.0NRT,288.52,1.17,N
20.64355,-76.79759,300.2,0.77,0.78,2023-01-28,05:48,1,nominal,2.0NRT,288.81,1.69,N
20.64303,-76.79004,301.11,0.77,0.77,2023-01-28,05:48,1,nominal,2.0NRT,288.8,1.94,N
20.64768,-76.79739,298.59,0.77,0.77,2023-01-28,05:48,1,nominal,2.0NRT,288.41,1.68,N
20.64711,-76.78984,310.33,0.77,0.77,2023-01-28,05:48,1,nominal,2.0NRT,288.63,1.68,N
20.60905,-76.76307,298.49,0.77,0.77,2023-01-28,05:48,1,nominal,2.0NRT,288.38,2.07,N
20.6085,-76.75555,298.34,0.77,0.77,2023-01-28,05:48,1,nominal,2.0NRT,288.28,2.17,N
18.92973,-70.35465,355.51,0.56,0.51,2023-01-28,05:48,1,nominal,2.0NRT,292.31,14.78,N
