latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
42.28426,-83.11581,302.57,0.33,0.55,2022-12-29,06:44,1,nominal,2.0NRT,266.71,0.7,N
42.2924,-83.16787,320.01,0.33,0.55,2022-12-29,06:44,1,nominal,2.0NRT,267.44,1.19,N
42.29775,-83.17136,299.11,0.33,0.55,2022-12-29,06:44,1,nominal,2.0NRT,266.63,0.95,N
42.30216,-83.15856,295.36,0.33,0.55,2022-12-29,06:44,1,nominal,2.0NRT,266.95,1.11,N
42.80273,-80.10421,310.04,0.47,0.48,2022-12-29,06:44,1,nominal,2.0NRT,267.99,1.73,N
42.80664,-80.09773,306.9,0.47,0.48,2022-12-29,06:44,1,nominal,2.0NRT,269.41,1.9,N
42.81539,-80.09634,299.77,0.47,0.48,2022-12-29,06:44,1,nominal,2.0NRT,265.24,1.1,N
43.06939,-80.85857,302.13,0.51,0.5,2022-12-29,06:44,1,nominal,2.0NRT,271.96,1.28,N
43.26173,-79.81017,311.84,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,273.71,2.73,N
43.26607,-79.80949,323.98,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,278.64,2.73,N
43.2704,-79.80877,330.61,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,278.69,2.48,N
43.27474,-79.80811,296,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,275.18,2.48,N
43.27377,-79.79682,325.32,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,275.18,4.49,N
43.26267,-79.80943,330.54,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,277.74,2.9,N
43.26701,-79.80872,320.57,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,279.95,2.9,N
43.27135,-79.80801,338.38,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,278.91,2.8,N
43.27477,-79.79602,314.89,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,275.21,1.53,N
43.27523,-79.80167,296.58,0.46,0.47,2022-12-29,06:44,1,nominal,2.0NRT,276.15,2.8,N
43.29458,-79.98845,295.43,0.47,0.48,2022-12-29,06:44,1,nominal,2.0NRT,272.29,0.82,N
40.5711,-83.14071,309.78,0.32,0.54,2022-12-29,06:44,1,nominal,2.0NRT,266.23,0.86,N
41.17905,-87.86348,299.6,0.57,0.69,2022-12-29,06:44,1,nominal,2.0NRT,274.77,1.17,N
41.1798,-87.86483,296.08,0.57,0.69,2022-12-29,06:44,1,nominal,2.0NRT,274.94,1.67,N
41.12255,-85.35518,295.71,0.42,0.61,2022-12-29,06:44,1,nominal,2.0NRT,274.64,0.91,N
40.99979,-80.52058,296.74,0.47,0.48,2022-12-29,06:44,1,nominal,2.0NRT,269.12,0.58,N
41.22435,-83.21237,306.2,0.33,0.55,2022-12-29,06:44,1,nominal,2.0NRT,274.92,0.89,N
41.36853,-84.92564,297.02,0.4,0.6,2022-12-29,06:44,1,nominal,2.0NRT,273.15,0.87,N
41.21674,-80.51498,295.59,0.47,0.48,2022-12-29,06:44,1,nominal,2.0NRT,266.03,0.71,N
41.46014,-83.36962,300.31,0.33,0.56,2022-12-29,06:44,1,nominal,2.0NRT,269.59,0.7,N
41.62258,-87.33261,295.4,0.54,0.68,2022-12-29,06:44,1,nominal,2.0NRT,273.24,1.68,N
41.47041,-83.36857,313.22,0.33,0.56,2022-12-29,06:44,1,nominal,2.0NRT,272.78,1.37,N
41.63042,-87.14246,295.42,0.53,0.67,2022-12-29,06:44,1,nominal,2.0NRT,266.69,1.18,N
41.63665,-87.14214,296.49,0.53,0.67,2022-12-29,06:44,1,nominal,2.0NRT,267.85,1.82,N
41.64288,-87.14194,306.52,0.53,0.67,2022-12-29,06:44,1,nominal,2.0NRT,269.72,1.82,N
41.56557,-84.04676,324,0.36,0.58,2022-12-29,06:44,1,nominal,2.0NRT,272.07,2.03,N
41.5709,-84.04622,326.56,0.36,0.58,2022-12-29,06:44,1,nominal,2.0NRT,273.37,2.03,N
41.45444,-81.6755,309.49,0.54,0.51,2022-12-29,06:44,1,nominal,2.0NRT,272.31,2.58,N
41.45493,-81.68217,298.77,0.54,0.51,2022-12-29,06:44,1,nominal,2.0NRT,269.92,2.14,N
41.45963,-81.68156,295.16,0.54,0.51,2022-12-29,06:44,1,nominal,2.0NRT,268.54,2.04,N
41.46432,-81.68093,319.76,0.54,0.51,2022-12-29,06:44,1,nominal,2.0NRT,268.32,2.04,N
41.46383,-81.67431,326.6,0.54,0.51,2022-12-29,06:44,1,nominal,2.0NRT,268.97,5.79,N
41.63707,-83.50391,330.81,0.34,0.56,2022-12-29,06:44,1,nominal,2.0NRT,274.27,2.19,N
38.69354,-90.14591,306.47,0.74,0.76,2022-12-29,06:46,1,nominal,2.0NRT,279.89,2.09,N
