latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
34.52425,-82.73827,304.85,0.43,0.46,2023-01-03,06:52,1,nominal,2.0NRT,280.33,1.04,N
34.65363,-82.95863,297.3,0.44,0.46,2023-01-03,06:52,1,nominal,2.0NRT,275.29,0.67,N
34.56771,-81.85096,329.04,0.39,0.44,2023-01-03,06:52,1,nominal,2.0NRT,283.02,2.09,N
34.37796,-79.88956,296.46,0.47,0.39,2023-01-03,06:52,1,nominal,2.0NRT,283.9,0.55,N
34.71306,-82.0591,298.18,0.4,0.44,2023-01-03,06:52,1,nominal,2.0NRT,275.83,0.55,N
37.06553,-77.18135,296.41,0.4,0.37,2023-01-03,06:52,1,nominal,2.0NRT,274.91,0.61,N
37.41867,-77.43112,327.3,0.41,0.37,2023-01-03,06:52,1,nominal,2.0NRT,282.61,1.7,N
37.42207,-77.43039,299.46,0.41,0.37,2023-01-03,06:52,1,nominal,2.0NRT,282.26,1.7,N
37.27445,-79.99988,309.27,0.51,0.41,2023-01-03,06:52,1,nominal,2.0NRT,276.77,1.64,N
35.71398,-78.83607,297.05,0.44,0.38,2023-01-03,06:52,1,nominal,2.0NRT,282.23,0.27,N
33.89054,-80.63976,296.1,0.5,0.41,2023-01-03,06:52,1,nominal,2.0NRT,285.65,0.67,N
33.96268,-81.05064,307.49,0.52,0.41,2023-01-03,06:52,1,nominal,2.0NRT,284.89,1.62,N
34.34868,-82.77659,302.06,0.43,0.46,2023-01-03,06:52,1,nominal,2.0NRT,282.06,0.69,N
28.29981,-81.48971,321.64,0.47,0.4,2023-01-03,06:54,1,nominal,2.0NRT,288.16,2,N
30.48365,-91.18691,300.13,0.61,0.71,2023-01-03,06:54,1,nominal,2.0NRT,288.86,2.74,N
30.06892,-83.52484,299.41,0.42,0.45,2023-01-03,06:54,1,nominal,2.0NRT,289.14,0.56,N
30.5983,-83.5428,310.16,0.43,0.46,2023-01-03,06:54,1,nominal,2.0NRT,286.28,1.13,N
31.01638,-83.97392,300.23,0.46,0.47,2023-01-03,06:54,1,nominal,2.0NRT,286.81,0.62,N
32.09835,-83.34412,295.28,0.43,0.46,2023-01-03,06:54,1,nominal,2.0NRT,284.48,0.22,N
33.05985,-83.54842,299.89,0.46,0.47,2023-01-03,06:54,1,nominal,2.0NRT,285.81,0.81,N
33.08463,-82.85331,296.16,0.42,0.45,2023-01-03,06:54,1,nominal,2.0NRT,281.34,0.3,N
33.00583,-79.88168,306.16,0.45,0.39,2023-01-03,06:54,1,nominal,2.0NRT,287.31,1.71,N
33.01357,-79.8852,337.52,0.45,0.39,2023-01-03,06:54,1,nominal,2.0NRT,286,7.69,N
33.01713,-79.88455,297.34,0.45,0.39,2023-01-03,06:54,1,nominal,2.0NRT,285.32,0.71,N
33.09099,-80.34533,303.01,0.47,0.4,2023-01-03,06:54,1,nominal,2.0NRT,286.12,0.59,N
31.61523,-83.0253,302.9,0.41,0.45,2023-01-03,06:54,1,nominal,2.0NRT,286.75,0.6,N
31.63347,-82.50441,296.68,0.39,0.44,2023-01-03,06:54,1,nominal,2.0NRT,283.9,0.28,N
32.001,-83.35619,297.45,0.43,0.46,2023-01-03,06:54,1,nominal,2.0NRT,284.66,0.51,N
21.16518,-78.37971,310.25,0.39,0.36,2023-01-03,06:56,1,nominal,2.0NRT,291.22,4.49,N
22.76301,-81.49684,302.1,0.42,0.38,2023-01-03,06:56,1,nominal,2.0NRT,291.9,0.35,N
22.7219,-83.12497,323.82,0.49,0.4,2023-01-03,06:56,1,nominal,2.0NRT,292.18,2.88,N
21.16573,-76.92356,302.79,0.43,0.38,2023-01-03,06:56,1,nominal,2.0NRT,290.52,0.83,N
21.16726,-76.92235,301.15,0.43,0.38,2023-01-03,06:56,1,nominal,2.0NRT,290.9,0.65,N
21.35798,-78.14259,302.81,0.4,0.37,2023-01-03,06:56,1,nominal,2.0NRT,291.56,0.78,N
21.35736,-78.13881,312.7,0.4,0.37,2023-01-03,06:56,1,nominal,2.0NRT,291.61,0.78,N
21.33817,-78.06425,306.41,0.4,0.37,2023-01-03,06:56,1,nominal,2.0NRT,292.03,0.51,N
21.1888,-77.88309,307.27,0.4,0.37,2023-01-03,06:56,1,nominal,2.0NRT,292.35,0.92,N
21.18544,-77.88374,320.2,0.4,0.37,2023-01-03,06:56,1,nominal,2.0NRT,292.21,1.59,N
22.67162,-80.12205,303,0.39,0.36,2023-01-03,06:56,1,nominal,2.0NRT,290.44,0.53,N
