latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.9299,-70.35745,350.36,0.45,0.63,2023-02-03,05:33,1,nominal,2.0NRT,289.45,11.97,N
18.92946,-70.35303,349.99,0.45,0.63,2023-02-03,05:33,1,nominal,2.0NRT,291.31,12.06,N
18.32682,-71.1718,301.89,0.51,0.66,2023-02-03,05:35,1,nominal,2.0NRT,291.21,0.45,N
18.30923,-67.18972,316,0.55,0.51,2023-02-03,05:35,1,nominal,2.0NRT,291.3,2.62,N
18.33508,-71.9777,321.94,0.57,0.69,2023-02-03,05:35,1,nominal,2.0NRT,284.14,3.04,N
18.34136,-71.97577,307.64,0.57,0.69,2023-02-03,05:35,1,nominal,2.0NRT,284.19,3.04,N
18.33464,-71.97293,309.94,0.57,0.69,2023-02-03,05:35,1,nominal,2.0NRT,284.15,5.06,N
46.51765,-84.39479,320.13,0.41,0.45,2023-02-03,07:07,1,nominal,2.0NRT,248.66,2.06,N
43.2726,-79.80345,321.08,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,268.5,2.56,N
43.26326,-79.81097,326.47,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,266.87,3.15,N
42.81259,-80.09686,298.01,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,262.75,1.25,N
42.80787,-80.09486,298.79,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,265.48,1.26,N
42.80253,-80.10635,317.26,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,263.6,1.52,N
42.80185,-80.10146,307.18,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,266,1.52,N
42.29154,-83.16466,336.59,0.49,0.4,2023-02-03,07:09,1,nominal,2.0NRT,265.5,5.98,N
41.67011,-87.46336,295.06,0.51,0.5,2023-02-03,07:09,1,nominal,2.0NRT,260.72,0.74,N
41.64276,-87.40964,307.3,0.51,0.49,2023-02-03,07:09,1,nominal,2.0NRT,268.03,2.29,N
41.63026,-87.36794,305.72,0.51,0.49,2023-02-03,07:09,1,nominal,2.0NRT,268.16,2.01,N
41.62281,-87.33186,304.63,0.5,0.49,2023-02-03,07:09,1,nominal,2.0NRT,265.03,1.62,N
40.06122,-85.61439,325.55,0.4,0.44,2023-02-03,07:09,1,nominal,2.0NRT,265.27,1.65,N
38.8377,-84.24079,308.5,0.5,0.41,2023-02-03,07:09,1,nominal,2.0NRT,271.74,2.14,N
38.83396,-84.24143,297.99,0.5,0.41,2023-02-03,07:09,1,nominal,2.0NRT,270.81,1.49,N
38.62273,-83.67268,299.62,0.47,0.4,2023-02-03,07:09,1,nominal,2.0NRT,270.41,1.84,N
38.73923,-86.45775,299.51,0.42,0.45,2023-02-03,07:09,1,nominal,2.0NRT,270.08,0.8,N
38.72963,-89.28771,317.42,0.6,0.53,2023-02-03,07:09,1,nominal,2.0NRT,265.82,2.3,N
38.69498,-90.14785,300.75,0.33,0.55,2023-02-03,07:09,1,nominal,2.0NRT,268.32,0.93,N
38.72474,-89.28833,299.66,0.6,0.53,2023-02-03,07:09,1,nominal,2.0NRT,265.93,1.3,N
38.72706,-89.28651,330.43,0.6,0.53,2023-02-03,07:09,1,nominal,2.0NRT,267.3,4.54,N
38.69522,-90.15172,314.7,0.33,0.56,2023-02-03,07:09,1,nominal,2.0NRT,267.62,1.99,N
42.81192,-80.09197,299.22,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,263.49,1.25,N
37.95383,-90.53596,300.32,0.34,0.56,2023-02-03,07:09,1,nominal,2.0NRT,267.74,0.57,N
37.96646,-90.07854,315.83,0.32,0.55,2023-02-03,07:09,1,nominal,2.0NRT,270.13,1.79,N
38.00757,-90.08175,297.46,0.32,0.55,2023-02-03,07:09,1,nominal,2.0NRT,267.83,1.43,N
38.27402,-92.35777,295.2,0.44,0.62,2023-02-03,07:09,1,nominal,2.0NRT,266.21,0.56,N
37.38392,-80.66191,314.09,0.39,0.36,2023-02-03,07:09,1,nominal,2.0NRT,270.17,1.66,N
38.69474,-90.14397,298.69,0.33,0.55,2023-02-03,07:09,1,nominal,2.0NRT,267.68,0.93,N
43.27526,-79.79769,302.49,0.4,0.37,2023-02-03,07:09,1,nominal,2.0NRT,269.98,1.43,N
37.95285,-90.53544,297.67,0.34,0.56,2023-02-03,07:09,1,nominal,2.0NRT,268.09,0.56,N
36.12718,-85.50767,299.53,0.53,0.42,2023-02-03,07:11,1,nominal,2.0NRT,270.07,0.99,N
35.93496,-86.37492,295.08,0.39,0.44,2023-02-03,07:11,1,nominal,2.0NRT,271.51,0.42,N
35.93829,-89.71468,312.29,0.59,0.53,2023-02-03,07:11,1,nominal,2.0NRT,270.24,2.51,N
35.89405,-89.78033,326.99,0.6,0.53,2023-02-03,07:11,1,nominal,2.0NRT,270.2,4.31,N
35.8915,-89.78028,329.16,0.6,0.53,2023-02-03,07:11,1,nominal,2.0NRT,270.22,3.02,N
35.79896,-91.74617,298.38,0.38,0.59,2023-02-03,07:11,1,nominal,2.0NRT,271.5,1.68,N
35.6472,-89.93833,308.17,0.6,0.53,2023-02-03,07:11,1,nominal,2.0NRT,269.9,2.21,N
35.85953,-96.69294,312.01,0.73,0.76,2023-02-03,07:11,1,nominal,2.0NRT,270.07,2.23,N
32.45499,-97.0446,304.05,0.73,0.76,2023-02-03,07:11,1,nominal,2.0NRT,270.75,1.57,N
36.8673,-85.16875,327.39,0.52,0.42,2023-02-03,07:11,1,nominal,2.0NRT,272.06,3.55,N
34.63968,-87.08331,336.36,0.41,0.45,2023-02-03,07:11,1,nominal,2.0NRT,276.92,6.14,N
34.64061,-87.09228,302.03,0.41,0.45,2023-02-03,07:11,1,nominal,2.0NRT,275.24,1.2,N
36.6981,-90.54871,298.97,0.34,0.56,2023-02-03,07:11,1,nominal,2.0NRT,270.31,0.48,N
22.80977,-81.66137,300.26,0.42,0.37,2023-02-03,07:13,1,nominal,2.0NRT,289.23,1.5,N
22.74983,-81.41776,328.94,0.43,0.38,2023-02-03,07:13,1,nominal,2.0NRT,291.93,2.35,N
22.81318,-81.6607,327.08,0.42,0.37,2023-02-03,07:13,1,nominal,2.0NRT,291.18,1.5,N
22.81046,-81.66538,312.88,0.42,0.37,2023-02-03,07:13,1,nominal,2.0NRT,289.47,1.5,N
22.7018,-81.00093,300.66,0.44,0.38,2023-02-03,07:13,1,nominal,2.0NRT,290.31,0.34,N
23.01277,-82.74467,314.86,0.39,0.36,2023-02-03,07:13,1,nominal,2.0NRT,293.56,1.48,N
22.77545,-81.31916,301.67,0.43,0.38,2023-02-03,07:13,1,nominal,2.0NRT,291.59,0.38,N
22.7789,-81.31847,317.4,0.43,0.38,2023-02-03,07:13,1,nominal,2.0NRT,291.21,0.9,N
22.68191,-80.13216,302.2,0.48,0.4,2023-02-03,07:13,1,nominal,2.0NRT,291.37,0.85,N
23.1504,-81.87978,307.16,0.41,0.37,2023-02-03,07:13,1,nominal,2.0NRT,291.83,0.54,N
25.85859,-80.34666,305.79,0.43,0.38,2023-02-03,07:13,1,nominal,2.0NRT,291.87,0.61,N
26.27732,-80.15975,306.31,0.44,0.38,2023-02-03,07:13,1,nominal,2.0NRT,291.69,0.52,N
28.70304,-82.03472,299.99,0.38,0.36,2023-02-03,07:13,1,nominal,2.0NRT,288.98,0.32,N
29.28358,-81.87188,308.59,0.38,0.36,2023-02-03,07:13,1,nominal,2.0NRT,290.05,0.84,N
31.72061,-97.5034,297.4,0.77,0.77,2023-02-03,07:13,1,nominal,2.0NRT,272.53,1.51,N
31.89805,-97.66394,295.44,0.79,0.78,2023-02-03,07:13,1,nominal,2.0NRT,273.4,1.45,N
18.33413,-71.97477,326.09,0.62,0.72,2023-02-03,07:16,1,nominal,2.0NRT,284.34,4.25,N
20.94734,-89.6657,306,0.39,0.44,2023-02-03,07:16,1,nominal,2.0NRT,292.87,0.37,N
20.94331,-89.66628,303.57,0.39,0.44,2023-02-03,07:16,1,nominal,2.0NRT,292.27,0.37,N
19.39524,-92.04311,323.54,0.53,0.5,2023-02-03,07:16,1,nominal,2.0NRT,290.76,4.83,N
19.39581,-92.04812,319.3,0.53,0.5,2023-02-03,07:16,1,nominal,2.0NRT,285.91,4.83,N
19.36829,-92.01118,318.89,0.52,0.5,2023-02-03,07:16,1,nominal,2.0NRT,291.41,3.02,N
19.36773,-92.00619,311.81,0.52,0.5,2023-02-03,07:16,1,nominal,2.0NRT,291.73,3.02,N
19.36805,-92.00844,326.69,0.52,0.5,2023-02-03,07:16,1,nominal,2.0NRT,292,5.07,N
19.29942,-92.17258,297.31,0.53,0.5,2023-02-03,07:16,1,nominal,2.0NRT,285.79,1.06,N
19.29478,-92.17319,301.53,0.53,0.5,2023-02-03,07:16,1,nominal,2.0NRT,284.72,1.06,N
19.29417,-92.16811,300.45,0.53,0.5,2023-02-03,07:16,1,nominal,2.0NRT,285.55,1.41,N
19.64312,-98.97105,298.32,0.76,0.77,2023-02-03,07:16,1,nominal,2.0NRT,279.73,2,N
18.50415,-88.82851,300.79,0.49,0.41,2023-02-03,07:16,1,nominal,2.0NRT,289.71,1.29,N
18.64692,-92.17326,342.02,0.52,0.5,2023-02-03,07:16,1,nominal,2.0NRT,293.3,14.66,N
18.64631,-92.16827,331.74,0.52,0.5,2023-02-03,07:16,1,nominal,2.0NRT,292.95,14.66,N
19.17467,-98.32365,302.25,0.68,0.74,2023-02-03,07:16,1,nominal,2.0NRT,279.39,1.52,N
18.87084,-97.66287,295.49,0.61,0.71,2023-02-03,07:16,1,nominal,2.0NRT,281.35,1.02,N
18.06598,-93.31462,303.04,0.61,0.54,2023-02-03,07:16,1,nominal,2.0NRT,283.84,0.95,N
18.54033,-98.66655,297.64,0.7,0.75,2023-02-03,07:16,1,nominal,2.0NRT,287.6,0.77,N
18.54005,-98.66456,299.46,0.7,0.75,2023-02-03,07:16,1,nominal,2.0NRT,287.38,0.85,N
17.89765,-92.49438,326.02,0.54,0.51,2023-02-03,07:16,1,nominal,2.0NRT,290.42,5.42,N
17.89704,-92.48931,331.38,0.54,0.51,2023-02-03,07:16,1,nominal,2.0NRT,285.61,5.42,N
18.10499,-94.34911,338.18,0.36,0.57,2023-02-03,07:16,1,nominal,2.0NRT,288.83,3.67,N
17.90476,-93.18464,353.95,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.41,7.18,N
17.90601,-93.19589,303.67,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.19,2.88,N
17.90538,-93.19025,308.72,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.86,7.18,N
17.90413,-93.179,301.71,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.46,3.2,N
17.89988,-93.18526,352.27,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,289.86,15.56,N
17.90113,-93.19651,303.42,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.97,3.23,N
17.90051,-93.19087,305.58,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.31,15.56,N
17.90752,-93.19087,301.46,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,288.08,2,N
17.90198,-93.18586,337.95,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,292.29,17.4,N
17.90264,-93.19147,304.47,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,289.31,3.09,N
17.90131,-93.18025,307.52,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,289.87,17.4,N
17.89289,-93.1927,333.34,0.6,0.53,2023-02-03,07:16,1,nominal,2.0NRT,290.63,8.15,N
21.23973,-77.70524,305.5,0.46,0.47,2023-02-03,07:16,1,nominal,2.0NRT,290.21,1.35,N
22.19213,-84.0547,319.61,0.38,0.36,2023-02-03,07:16,1,nominal,2.0NRT,291.94,1.87,N
22.18884,-84.05528,330.26,0.38,0.36,2023-02-03,07:16,1,nominal,2.0NRT,293.81,1.87,N
22.18533,-84.05893,308.41,0.38,0.36,2023-02-03,07:16,1,nominal,2.0NRT,292.21,0.58,N
20.53709,-75.60045,322.32,0.32,0.55,2023-02-03,07:16,1,nominal,2.0NRT,291.86,2.23,N
