latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
41.219,-80.5153,296.38,0.42,0.61,2022-12-30,06:26,1,nominal,2.0NRT,272.82,0.49,N
37.24263,-77.21535,337.47,0.51,0.49,2022-12-30,06:26,1,nominal,2.0NRT,277.51,5.99,N
37.41827,-77.434,308.38,0.53,0.5,2022-12-30,06:26,1,nominal,2.0NRT,274.11,3.58,N
37.42289,-77.4334,325.17,0.53,0.5,2022-12-30,06:26,1,nominal,2.0NRT,275.35,3.58,N
37.603,-77.20962,325.23,0.51,0.5,2022-12-30,06:26,1,nominal,2.0NRT,276.56,3.72,N
38.59909,-82.83246,296.23,0.53,0.67,2022-12-30,06:26,1,nominal,2.0NRT,281.75,1.64,N
41.45309,-81.6806,310.26,0.48,0.65,2022-12-30,06:26,1,nominal,2.0NRT,264.69,1.61,N
38.44585,-76.83533,296.27,0.5,0.49,2022-12-30,06:26,1,nominal,2.0NRT,272.8,0.51,N
38.77948,-79.39526,304.3,0.35,0.57,2022-12-30,06:26,1,nominal,2.0NRT,274.86,0.75,N
39.96301,-76.59983,299.12,0.51,0.49,2022-12-30,06:26,1,nominal,2.0NRT,273.49,0.52,N
40.13988,-74.80679,295.41,0.41,0.45,2022-12-30,06:26,1,nominal,2.0NRT,272.86,0.57,N
40.15312,-74.7702,320.95,0.41,0.45,2022-12-30,06:26,1,nominal,2.0NRT,273.52,1.37,N
40.48035,-74.32597,310.17,0.39,0.44,2022-12-30,06:26,1,nominal,2.0NRT,273.93,1.08,N
40.63871,-74.22224,300.66,0.39,0.44,2022-12-30,06:26,1,nominal,2.0NRT,281.71,0.98,N
30.56485,-84.7958,301.11,0.61,0.71,2022-12-30,06:29,1,nominal,2.0NRT,280.46,0.97,N
30.33728,-83.07204,298.63,0.48,0.64,2022-12-30,06:29,1,nominal,2.0NRT,283.86,0.69,N
30.33379,-83.06985,299.01,0.47,0.64,2022-12-30,06:29,1,nominal,2.0NRT,283.79,0.88,N
29.96305,-82.85591,295.47,0.46,0.63,2022-12-30,06:29,1,nominal,2.0NRT,284.17,0.61,N
36.42156,-84.44115,297.13,0.64,0.72,2022-12-30,06:29,1,nominal,2.0NRT,280.02,1.18,N
35.78346,-79.47956,299.74,0.33,0.55,2022-12-30,06:29,1,nominal,2.0NRT,274.63,0.65,N
35.7832,-79.47596,298.05,0.33,0.55,2022-12-30,06:29,1,nominal,2.0NRT,274.61,0.65,N
35.57952,-79.80539,295.91,0.34,0.56,2022-12-30,06:29,1,nominal,2.0NRT,277.27,0.7,N
34.37557,-79.89048,304.37,0.34,0.56,2022-12-30,06:29,1,nominal,2.0NRT,279.07,0.71,N
34.15534,-79.56129,295.15,0.32,0.55,2022-12-30,06:29,1,nominal,2.0NRT,281.58,0.7,N
31.97957,-85.7132,295.14,0.7,0.75,2022-12-30,06:29,1,nominal,2.0NRT,279.67,1.08,N
30.88433,-83.59892,296.12,0.52,0.67,2022-12-30,06:29,1,nominal,2.0NRT,282.27,0.76,N
30.68935,-83.52216,295.45,0.51,0.66,2022-12-30,06:29,1,nominal,2.0NRT,283.37,0.76,N
30.68934,-83.52261,298.5,0.51,0.66,2022-12-30,06:29,1,nominal,2.0NRT,283.03,0.6,N
30.56369,-84.79663,300.41,0.61,0.71,2022-12-30,06:29,1,nominal,2.0NRT,280.28,0.94,N
21.03053,-75.7252,303.96,0.43,0.38,2022-12-30,06:31,1,nominal,2.0NRT,292.28,0.34,N
18.26172,-71.14682,304.44,0.44,0.38,2022-12-30,06:31,1,nominal,2.0NRT,292.13,3.38,N
21.0284,-75.72456,304.43,0.43,0.38,2022-12-30,06:31,1,nominal,2.0NRT,292.27,0.62,N
17.98675,-71.17776,303.12,0.44,0.38,2022-12-30,06:31,1,nominal,2.0NRT,292.26,0.81,N
21.15238,-76.78564,323.71,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,291.48,1.87,N
21.44579,-77.99633,304.13,0.55,0.43,2022-12-30,06:31,1,nominal,2.0NRT,291.82,1.04,N
21.14811,-76.78165,320.43,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,290.13,2.21,N
21.73969,-77.741,308.92,0.54,0.42,2022-12-30,06:31,1,nominal,2.0NRT,291.02,1.08,N
21.74155,-77.74387,311.72,0.54,0.42,2022-12-30,06:31,1,nominal,2.0NRT,291.34,1.71,N
21.15176,-76.7811,327.42,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,289.99,2.21,N
21.153,-76.79018,307.92,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,291.38,1.87,N
21.44253,-78.00224,312.87,0.55,0.43,2022-12-30,06:31,1,nominal,2.0NRT,291.7,2.13,N
21.10561,-76.79737,320.25,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,290.62,1.96,N
21.10197,-76.79793,306.95,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,290.86,0.77,N
19.72373,-71.67031,313.44,0.41,0.37,2022-12-30,06:31,1,nominal,2.0NRT,293.49,0.99,N
21.14447,-76.7822,320.56,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,290.68,1.43,N
19.10511,-72.11292,320.56,0.4,0.37,2022-12-30,06:31,1,nominal,2.0NRT,290.42,1.57,N
21.14935,-76.79074,303.46,0.47,0.4,2022-12-30,06:31,1,nominal,2.0NRT,291.11,1.87,N
19.10338,-72.37207,302.28,0.4,0.37,2022-12-30,06:31,1,nominal,2.0NRT,291.49,0.46,N
21.44187,-77.99692,318.14,0.55,0.43,2022-12-30,06:31,1,nominal,2.0NRT,292.38,2.13,N
19.03112,-72.36525,302.39,0.4,0.37,2022-12-30,06:31,1,nominal,2.0NRT,291.43,0.8,N
21.44576,-77.99689,313.01,0.55,0.43,2022-12-30,06:31,1,nominal,2.0NRT,292.07,2.11,N
19.01469,-72.34908,309.37,0.4,0.37,2022-12-30,06:31,1,nominal,2.0NRT,291.83,0.77,N
21.44185,-77.99746,326.35,0.55,0.43,2022-12-30,06:31,1,nominal,2.0NRT,292.56,2.11,N
19.01409,-72.34546,304.85,0.4,0.37,2022-12-30,06:31,1,nominal,2.0NRT,292.08,0.8,N
18.26522,-71.14616,339.69,0.44,0.38,2022-12-30,06:31,1,nominal,2.0NRT,294.67,3.38,N
38.77959,-79.39688,299.41,0.49,0.65,2022-12-30,08:05,1,nominal,2.0NRT,275.2,0.8,N
44.12064,-92.57162,316.67,0.39,0.36,2022-12-30,08:05,1,nominal,2.0NRT,265.33,1.21,N
34.23947,-84.79926,331.08,0.33,0.55,2022-12-30,08:07,1,nominal,2.0NRT,280.05,1.69,N
34.63959,-87.08495,307.05,0.48,0.48,2022-12-30,08:07,1,nominal,2.0NRT,266.55,1.88,N
36.51951,-97.84059,320.7,0.45,0.39,2022-12-30,08:07,1,nominal,2.0NRT,262.47,2.22,N
33.62137,-86.5305,309.14,0.55,0.51,2022-12-30,08:07,1,nominal,2.0NRT,281.48,2.43,N
33.54453,-86.80424,295.64,0.53,0.5,2022-12-30,08:07,1,nominal,2.0NRT,275.89,1.09,N
33.53437,-86.76031,295.32,0.53,0.5,2022-12-30,08:07,1,nominal,2.0NRT,276.15,0.34,N
32.95407,-85.54026,312.68,0.32,0.55,2022-12-30,08:07,1,nominal,2.0NRT,278.26,0.88,N
