latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
44.627185,-75.588152,015,029,2342,3867,2023-01-11,15:45,L8,medium,D
44.875361,-75.537121,015,029,2483,2949,2023-01-11,15:45,L8,medium,D
45.221489,-75.495663,015,029,2600,1668,2023-01-11,15:45,L8,high,D
44.909455,-75.297254,015,029,3115,2826,2023-01-11,15:45,L8,high,D
44.909184,-75.297252,015,029,3115,2827,2023-01-11,15:45,L8,high,D
44.909726,-75.296875,015,029,3116,2825,2023-01-11,15:45,L8,high,D
44.909456,-75.296874,015,029,3116,2826,2023-01-11,15:45,L8,high,D
44.909727,-75.296495,015,029,3117,2825,2023-01-11,15:45,L8,high,D
44.909457,-75.296494,015,029,3117,2826,2023-01-11,15:45,L8,high,D
45.535193,-75.281705,015,029,3164,509,2023-01-11,15:45,L8,low,D
45.195276,-75.254433,015,029,3231,1768,2023-01-11,15:45,L8,high,D
45.195277,-75.254051,015,029,3232,1768,2023-01-11,15:45,L8,high,D
45.195278,-75.253669,015,029,3233,1768,2023-01-11,15:45,L8,low,D
45.176437,-75.223805,015,029,3311,1838,2023-01-11,15:45,L8,high,D
45.176167,-75.223803,015,029,3311,1839,2023-01-11,15:45,L8,high,D
45.176438,-75.223423,015,029,3312,1838,2023-01-11,15:45,L8,high,D
45.176168,-75.223422,015,029,3312,1839,2023-01-11,15:45,L8,high,D
45.304388,-74.99241,015,029,3917,1365,2023-01-11,15:45,L8,high,D
45.304118,-74.99241,015,029,3917,1366,2023-01-11,15:45,L8,low,D
45.304658,-74.992028,015,029,3918,1364,2023-01-11,15:45,L8,low,D
45.304388,-74.992028,015,029,3918,1365,2023-01-11,15:45,L8,high,D
45.304118,-74.992028,015,029,3918,1366,2023-01-11,15:45,L8,low,D
45.095885,-74.740035,015,029,4579,2136,2023-01-11,15:45,L8,high,D
45.096154,-74.739653,015,029,4580,2135,2023-01-11,15:45,L8,high,D
45.095884,-74.739654,015,029,4580,2136,2023-01-11,15:45,L8,high,D
44.602486,-73.781667,015,029,7120,3940,2023-01-11,15:45,L8,low,D
44.602482,-73.781289,015,029,7121,3940,2023-01-11,15:45,L8,high,D
42.954792,-76.573089,015,030,970,4764,2023-01-11,15:45,L8,medium,D
42.647042,-76.556527,015,030,994,5904,2023-01-11,15:45,L8,low,D
42.763139,-76.438071,015,030,1325,5480,2023-01-11,15:45,L8,high,D
43.570298,-76.205995,015,030,2001,2502,2023-01-11,15:45,L8,medium,D
42.671007,-75.298809,015,030,4431,5853,2023-01-11,15:45,L8,medium,D
42.670737,-75.298808,015,030,4431,5854,2023-01-11,15:45,L8,low,D
42.673173,-75.296989,015,030,4436,5845,2023-01-11,15:45,L8,low,D
45.127318,-76.044945,015,029,1158,2003,2023-01-11,15:45,L8,high,D
44.839863,-76.027588,015,029,1190,3068,2023-01-11,15:45,L8,high,D
44.839593,-76.027584,015,029,1190,3069,2023-01-11,15:45,L8,high,D
44.831225,-76.027055,015,029,1191,3100,2023-01-11,15:45,L8,high,D
44.831229,-76.026676,015,029,1192,3100,2023-01-11,15:45,L8,high,D
44.918267,-76.017962,015,029,1219,2778,2023-01-11,15:45,L8,low,D
44.918811,-76.017592,015,029,1220,2776,2023-01-11,15:45,L8,low,D
44.918271,-76.017582,015,029,1220,2778,2023-01-11,15:45,L8,low,D
45.237289,-75.764499,015,029,1897,1604,2023-01-11,15:45,L8,high,D
45.237292,-75.764117,015,029,1898,1604,2023-01-11,15:45,L8,low,D
45.193989,-75.694408,015,029,2079,1766,2023-01-11,15:45,L8,high,D
45.193719,-75.694405,015,029,2079,1767,2023-01-11,15:45,L8,high,D
45.193991,-75.694026,015,029,2080,1766,2023-01-11,15:45,L8,high,D
45.193721,-75.694023,015,029,2080,1767,2023-01-11,15:45,L8,high,D
45.12604,-75.67718,015,029,2122,2018,2023-01-11,15:45,L8,low,D
45.12577,-75.677177,015,029,2122,2019,2023-01-11,15:45,L8,high,D
45.1255,-75.677174,015,029,2122,2020,2023-01-11,15:45,L8,low,D
45.126042,-75.676799,015,029,2123,2018,2023-01-11,15:45,L8,low,D
45.125502,-75.676792,015,029,2123,2020,2023-01-11,15:45,L8,low,D
45.125774,-75.676414,015,029,2124,2019,2023-01-11,15:45,L8,high,D
44.548695,-75.667807,015,029,2129,4156,2023-01-11,15:45,L8,high,D
41.083673,-76.799052,015,031,1570,6417,2023-01-11,15:46,L8,high,D
41.055346,-76.651558,015,031,1981,6530,2023-01-11,15:46,L8,low,D
41.772522,-76.164144,015,031,3382,3898,2023-01-11,15:46,L8,high,D
41.026641,-75.998891,015,031,3808,6664,2023-01-11,15:46,L8,low,D
41.391291,-75.986511,015,031,3858,5315,2023-01-11,15:46,L8,low,D
41.45847,-75.865398,015,031,4198,5070,2023-01-11,15:46,L8,high,D
41.976334,-75.846303,015,031,4270,3154,2023-01-11,15:46,L8,medium,D
41.481156,-75.70939,015,031,4633,4990,2023-01-11,15:46,L8,low,D
41.480885,-75.709387,015,031,4633,4991,2023-01-11,15:46,L8,low,D
41.435579,-75.598296,015,031,4941,5161,2023-01-11,15:46,L8,low,D
41.328318,-75.323423,015,031,5705,5562,2023-01-11,15:46,L8,low,D
40.85771,-75.263104,015,031,5868,7304,2023-01-11,15:46,L8,high,D
40.857981,-75.262749,015,031,5869,7303,2023-01-11,15:46,L8,medium,D
40.857711,-75.262748,015,031,5869,7304,2023-01-11,15:46,L8,high,D
38.469504,-77.723856,015,033,1436,5503,2023-01-11,15:46,L8,low,D
39.274327,-76.098746,015,033,6198,2624,2023-01-11,15:46,L8,high,D
39.274598,-76.09875,015,033,6198,2623,2023-01-11,15:46,L8,high,D
39.274324,-76.099093,015,033,6197,2624,2023-01-11,15:46,L8,high,D
39.274594,-76.099098,015,033,6197,2623,2023-01-11,15:46,L8,high,D
39.274321,-76.099441,015,033,6196,2624,2023-01-11,15:46,L8,high,D
39.274591,-76.099445,015,033,6196,2623,2023-01-11,15:46,L8,high,D
39.631958,-76.282313,015,033,5689,1294,2023-01-11,15:46,L8,low,D
38.44979,-76.491108,015,033,5020,5658,2023-01-11,15:46,L8,high,D
38.45006,-76.491113,015,033,5020,5657,2023-01-11,15:46,L8,high,D
38.83611,-76.612503,015,033,4692,4223,2023-01-11,15:46,L8,high,D
38.83638,-76.612509,015,033,4692,4222,2023-01-11,15:46,L8,medium,D
38.847956,-76.783192,015,033,4199,4170,2023-01-11,15:46,L8,low,D
38.379982,-76.785378,015,033,4159,5901,2023-01-11,15:46,L8,low,D
38.445987,-76.835128,015,033,4019,5654,2023-01-11,15:46,L8,low,D
38.446257,-76.835135,015,033,4019,5653,2023-01-11,15:46,L8,high,D
38.840296,-76.85835,015,033,3981,4194,2023-01-11,15:46,L8,low,D
39.18261,-77.045848,015,033,3467,2916,2023-01-11,15:46,L8,low,D
38.933351,-77.267422,015,033,2806,3823,2023-01-11,15:46,L8,medium,D
38.933621,-77.26743,015,033,2806,3822,2023-01-11,15:46,L8,high,D
38.933891,-77.267439,015,033,2806,3821,2023-01-11,15:46,L8,medium,D
38.933344,-77.267768,015,033,2805,3823,2023-01-11,15:46,L8,high,D
38.933614,-77.267776,015,033,2805,3822,2023-01-11,15:46,L8,high,D
38.933884,-77.267785,015,033,2805,3821,2023-01-11,15:46,L8,high,D
38.933337,-77.268114,015,033,2804,3823,2023-01-11,15:46,L8,high,D
38.933607,-77.268122,015,033,2804,3822,2023-01-11,15:46,L8,high,D
