latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
35.839244,-75.652469,013,035,903,4640,2023-01-29,15:35,L8,low,D
28.192345,-88.495564,021,040,5434,6440,2023-01-29,16:26,L9,high,D
28.192349,-88.495259,021,040,5435,6440,2023-01-29,16:26,L9,high,D
27.301677,-90.134691,021,041,1275,4339,2023-01-29,16:27,L9,high,D
27.301671,-90.134994,021,041,1274,4339,2023-01-29,16:27,L9,high,D
44.061137,-96.599464,029,029,4046,5895,2023-01-29,17:11,L8,low,D
43.972341,-97.591539,029,029,1403,6285,2023-01-29,17:11,L8,high,D
43.972341,-97.591539,029,030,2603,985,2023-01-29,17:12,L8,high,D
43.972071,-97.591545,029,030,2603,986,2023-01-29,17:12,L8,low,D
41.454904,-96.837425,029,031,6078,4970,2023-01-29,17:12,L8,low,D
41.446846,-97.271513,029,031,4870,5027,2023-01-29,17:12,L8,low,D
41.278996,-97.001567,029,031,5636,5632,2023-01-29,17:12,L8,low,D
41.456038,-96.840261,029,031,6070,4966,2023-01-29,17:12,L8,low,D
41.455768,-96.84027,029,031,6070,4967,2023-01-29,17:12,L8,high,D
41.456031,-96.839902,029,031,6071,4966,2023-01-29,17:12,L8,low,D
41.455761,-96.839911,029,031,6071,4967,2023-01-29,17:12,L8,high,D
41.456025,-96.839543,029,031,6072,4966,2023-01-29,17:12,L8,high,D
41.455755,-96.839552,029,031,6072,4967,2023-01-29,17:12,L8,high,D
30.793735,-100.460608,029,039,5549,2152,2023-01-29,17:15,L8,medium,D
25.69258,-102.819823,029,042,1280,4979,2023-01-29,17:16,L8,low,D
28.659715,-100.465929,029,040,6732,4755,2023-01-29,17:16,L8,high,D
28.662941,-100.468123,029,040,6725,4743,2023-01-29,17:16,L8,high,D
28.663211,-100.468126,029,040,6725,4742,2023-01-29,17:16,L8,high,D
28.662937,-100.468429,029,040,6724,4743,2023-01-29,17:16,L8,high,D
28.663208,-100.468433,029,040,6724,4742,2023-01-29,17:16,L8,high,D
28.663475,-100.468744,029,040,6723,4741,2023-01-29,17:16,L8,high,D
28.663746,-100.468748,029,040,6723,4740,2023-01-29,17:16,L8,low,D
28.663472,-100.469051,029,040,6722,4741,2023-01-29,17:16,L8,high,D
28.663743,-100.469055,029,040,6722,4740,2023-01-29,17:16,L8,high,D
28.663469,-100.469358,029,040,6721,4741,2023-01-29,17:16,L8,high,D
28.663739,-100.469362,029,040,6721,4740,2023-01-29,17:16,L8,high,D
28.663736,-100.469668,029,040,6720,4740,2023-01-29,17:16,L8,high,D
28.664007,-100.469672,029,040,6720,4739,2023-01-29,17:16,L8,high,D
28.663185,-100.470582,029,040,6717,4742,2023-01-29,17:16,L8,high,D
28.663455,-100.470585,029,040,6717,4741,2023-01-29,17:16,L8,high,D
28.662911,-100.470885,029,040,6716,4743,2023-01-29,17:16,L8,high,D
28.663181,-100.470889,029,040,6716,4742,2023-01-29,17:16,L8,high,D
28.663452,-100.470892,029,040,6716,4741,2023-01-29,17:16,L8,high,D
28.662907,-100.471192,029,040,6715,4743,2023-01-29,17:16,L8,low,D
28.663178,-100.471196,029,040,6715,4742,2023-01-29,17:16,L8,high,D
28.663449,-100.471199,029,040,6715,4741,2023-01-29,17:16,L8,high,D
28.663175,-100.471502,029,040,6714,4742,2023-01-29,17:16,L8,high,D
28.663445,-100.471506,029,040,6714,4741,2023-01-29,17:16,L8,high,D
28.663716,-100.47151,029,040,6714,4740,2023-01-29,17:16,L8,high,D
28.662901,-100.471806,029,040,6713,4743,2023-01-29,17:16,L8,low,D
28.663171,-100.471809,029,040,6713,4742,2023-01-29,17:16,L8,high,D
28.663442,-100.471813,029,040,6713,4741,2023-01-29,17:16,L8,high,D
28.662897,-100.472112,029,040,6712,4743,2023-01-29,17:16,L8,high,D
28.663168,-100.472116,029,040,6712,4742,2023-01-29,17:16,L8,high,D
28.663439,-100.47212,029,040,6712,4741,2023-01-29,17:16,L8,high,D
28.662894,-100.472419,029,040,6711,4743,2023-01-29,17:16,L8,high,D
26.779846,-102.00111,029,041,2870,6318,2023-01-29,17:16,L8,high,D
27.02164,-101.812293,029,041,3516,5439,2023-01-29,17:16,L8,high,D
27.02137,-101.812286,029,041,3516,5440,2023-01-29,17:16,L8,low,D
27.021646,-101.811991,029,041,3517,5439,2023-01-29,17:16,L8,high,D
27.007939,-101.49071,029,041,4579,5512,2023-01-29,17:16,L8,low,D
26.878807,-101.413005,029,041,4827,5994,2023-01-29,17:16,L8,high,D
26.878812,-101.412703,029,041,4828,5994,2023-01-29,17:16,L8,high,D
28.102033,-101.104952,029,041,5924,1494,2023-01-29,17:16,L8,high,D
28.101762,-101.104947,029,041,5924,1495,2023-01-29,17:16,L8,high,D
28.101492,-101.104942,029,041,5924,1496,2023-01-29,17:16,L8,high,D
28.101221,-101.104936,029,041,5924,1497,2023-01-29,17:16,L8,high,D
28.10095,-101.104931,029,041,5924,1498,2023-01-29,17:16,L8,high,D
28.102033,-101.104952,029,040,4614,6784,2023-01-29,17:16,L8,high,D
28.101762,-101.104947,029,040,4614,6785,2023-01-29,17:16,L8,high,D
28.101492,-101.104942,029,040,4614,6786,2023-01-29,17:16,L8,high,D
28.101221,-101.104936,029,040,4614,6787,2023-01-29,17:16,L8,high,D
28.10095,-101.104931,029,040,4614,6788,2023-01-29,17:16,L8,high,D
28.102037,-101.104647,029,040,4615,6784,2023-01-29,17:16,L8,medium,D
28.100955,-101.104626,029,040,4615,6788,2023-01-29,17:16,L8,medium,D
28.528484,-100.953979,029,040,5134,5217,2023-01-29,17:16,L8,high,D
