latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
44.246956,-76.636813,016,029,3711,5307,2023-01-10,15:51,L9,medium,D
44.246962,-76.636438,016,029,3712,5307,2023-01-10,15:51,L9,high,D
44.415585,-76.268456,016,029,4701,4700,2023-01-10,15:51,L9,medium,D
44.361518,-76.248465,016,029,4751,4901,2023-01-10,15:51,L9,medium,D
44.361522,-76.248089,016,029,4752,4901,2023-01-10,15:51,L9,high,D
44.576937,-76.233417,016,029,4803,4104,2023-01-10,15:51,L9,low,D
44.576671,-76.233034,016,029,4804,4105,2023-01-10,15:51,L9,low,D
45.825425,-77.114258,016,028,1153,4673,2023-01-10,15:51,L9,high,D
45.66438,-76.607147,016,028,2454,5300,2023-01-10,15:51,L9,high,D
45.246175,-77.20122,016,029,2309,1572,2023-01-10,15:51,L9,low,D
44.455948,-77.072515,016,029,2571,4507,2023-01-10,15:51,L9,medium,D
44.455955,-77.072138,016,029,2572,4507,2023-01-10,15:51,L9,medium,D
45.231475,-76.875035,016,029,3161,1648,2023-01-10,15:51,L9,high,D
44.409706,-76.82258,016,029,3230,4694,2023-01-10,15:51,L9,low,D
44.525644,-76.731055,016,029,3482,4270,2023-01-10,15:51,L9,medium,D
39.515776,-77.442925,016,032,5437,7065,2023-01-10,15:52,L9,low,D
39.617636,-78.219795,016,032,3224,6618,2023-01-10,15:52,L9,high,D
39.617906,-78.219807,016,032,3224,6617,2023-01-10,15:52,L9,high,D
39.617626,-78.220144,016,032,3223,6618,2023-01-10,15:52,L9,high,D
39.617896,-78.220156,016,032,3223,6617,2023-01-10,15:52,L9,high,D
39.97863,-78.269006,016,032,3132,5277,2023-01-10,15:52,L9,high,D
39.9789,-78.269018,016,032,3132,5276,2023-01-10,15:52,L9,high,D
40.252238,-78.357969,016,032,2917,4255,2023-01-10,15:52,L9,high,D
40.252508,-78.357982,016,032,2917,4254,2023-01-10,15:52,L9,high,D
39.617916,-78.219458,016,032,3225,6617,2023-01-10,15:52,L9,low,D
39.495847,-77.719549,016,032,4642,7116,2023-01-10,15:52,L9,low,D
39.768012,-77.730235,016,032,4642,6108,2023-01-10,15:52,L9,medium,D
39.789527,-77.746149,016,032,4599,6027,2023-01-10,15:52,L9,low,D
39.793629,-77.800612,016,032,4444,6007,2023-01-10,15:52,L9,low,D
39.79335,-77.800951,016,032,4443,6008,2023-01-10,15:52,L9,high,D
39.79362,-77.800962,016,032,4443,6007,2023-01-10,15:52,L9,high,D
39.79539,-77.861291,016,032,4271,5995,2023-01-10,15:52,L9,medium,D
39.637951,-77.878556,016,032,4203,6576,2023-01-10,15:52,L9,low,D
39.638221,-77.878567,016,032,4203,6575,2023-01-10,15:52,L9,medium,D
39.638212,-77.878917,016,032,4202,6575,2023-01-10,15:52,L9,medium,D
39.424392,-77.945707,016,032,3985,7360,2023-01-10,15:52,L9,low,D
39.424383,-77.946055,016,032,3984,7360,2023-01-10,15:52,L9,low,D
39.617646,-78.219446,016,032,3225,6618,2023-01-10,15:52,L9,high,D
39.008982,-77.807087,016,033,5613,3393,2023-01-10,15:53,L9,high,D
39.008712,-77.807099,016,033,5613,3394,2023-01-10,15:53,L9,low,D
39.008972,-77.806741,016,033,5614,3393,2023-01-10,15:53,L9,high,D
39.052461,-77.623861,016,033,6136,3213,2023-01-10,15:53,L9,medium,D
39.052991,-77.623489,016,033,6137,3211,2023-01-10,15:53,L9,low,D
39.052451,-77.623515,016,033,6137,3213,2023-01-10,15:53,L9,low,D
39.043516,-77.585821,016,033,6247,3242,2023-01-10,15:53,L9,medium,D
39.143616,-77.543853,016,033,6354,2867,2023-01-10,15:53,L9,low,D
39.51592,-77.44312,016,033,6590,1478,2023-01-10,15:53,L9,low,D
39.367894,-77.348997,016,033,6882,2015,2023-01-10,15:53,L9,low,D
36.918254,-80.017261,016,034,455,5962,2023-01-10,15:53,L9,high,D
36.918251,-80.016924,016,034,456,5962,2023-01-10,15:53,L9,high,D
36.91798,-80.016927,016,034,456,5963,2023-01-10,15:53,L9,high,D
37.273965,-79.998444,016,034,497,4646,2023-01-10,15:53,L9,low,D
37.273695,-79.998447,016,034,497,4647,2023-01-10,15:53,L9,high,D
37.752258,-79.818698,016,034,1006,2871,2023-01-10,15:53,L9,low,D
37.751988,-79.818702,016,034,1006,2872,2023-01-10,15:53,L9,high,D
36.592357,-78.550939,016,034,4840,7089,2023-01-10,15:53,L9,low,D
36.592094,-78.551283,016,034,4839,7090,2023-01-10,15:53,L9,low,D
36.592364,-78.551274,016,034,4839,7089,2023-01-10,15:53,L9,low,D
37.751984,-79.818361,016,034,1007,2872,2023-01-10,15:53,L9,high,D
36.592087,-78.550948,016,034,4840,7090,2023-01-10,15:53,L9,low,D
39.424301,-77.946045,016,033,5160,1870,2023-01-10,15:53,L9,low,D
39.617641,-78.219545,016,033,4353,1180,2023-01-10,15:53,L9,high,D
39.617911,-78.219534,016,033,4353,1179,2023-01-10,15:53,L9,high,D
39.61765,-78.219894,016,033,4352,1180,2023-01-10,15:53,L9,high,D
39.61792,-78.219883,016,033,4352,1179,2023-01-10,15:53,L9,high,D
39.617658,-78.220243,016,033,4351,1180,2023-01-10,15:53,L9,medium,D
39.104276,-78.247818,016,033,4330,3082,2023-01-10,15:53,L9,low,D
39.104546,-78.247807,016,033,4330,3081,2023-01-10,15:53,L9,high,D
39.104816,-78.247797,016,033,4330,3080,2023-01-10,15:53,L9,high,D
39.424291,-77.945697,016,033,5161,1870,2023-01-10,15:53,L9,low,D
39.63816,-77.878631,016,033,5326,1072,2023-01-10,15:53,L9,high,D
39.085485,-77.83762,016,033,5515,3113,2023-01-10,15:53,L9,low,D
39.085475,-77.837273,016,033,5516,3113,2023-01-10,15:53,L9,high,D
39.009251,-77.807075,016,033,5613,3392,2023-01-10,15:53,L9,low,D
28.660517,-81.989213,016,040,1405,4638,2023-01-10,15:55,L9,high,D
28.660788,-81.989215,016,040,1405,4637,2023-01-10,15:55,L9,low,D
28.660244,-81.989517,016,040,1404,4639,2023-01-10,15:55,L9,high,D
28.697919,-82.020888,016,040,1303,4499,2023-01-10,15:55,L9,high,D
28.698189,-82.020891,016,040,1303,4498,2023-01-10,15:55,L9,high,D
28.698446,-82.022736,016,040,1297,4497,2023-01-10,15:55,L9,high,D
28.698173,-82.02304,016,040,1296,4498,2023-01-10,15:55,L9,high,D
28.698444,-82.023043,016,040,1296,4497,2023-01-10,15:55,L9,high,D
28.869764,-82.032714,016,040,1270,3864,2023-01-10,15:55,L9,high,D
28.862012,-82.054782,016,040,1198,3892,2023-01-10,15:55,L9,high,D
28.862283,-82.054785,016,040,1198,3891,2023-01-10,15:55,L9,high,D
28.86228,-82.055093,016,040,1197,3891,2023-01-10,15:55,L9,high,D
28.999692,-82.071884,016,040,1147,3383,2023-01-10,15:55,L9,high,D
28.999419,-82.072189,016,040,1146,3384,2023-01-10,15:55,L9,high,D
28.99969,-82.072192,016,040,1146,3383,2023-01-10,15:55,L9,high,D
28.253481,-82.068611,016,040,1133,6139,2023-01-10,15:55,L9,high,D
28.253751,-82.068614,016,040,1133,6138,2023-01-10,15:55,L9,high,D
28.253478,-82.068917,016,040,1132,6139,2023-01-10,15:55,L9,low,D
28.253749,-82.068919,016,040,1132,6138,2023-01-10,15:55,L9,low,D
28.652291,-82.073856,016,040,1129,4666,2023-01-10,15:55,L9,medium,D
28.652561,-82.073859,016,040,1129,4665,2023-01-10,15:55,L9,high,D
28.747322,-82.074827,016,040,1129,4315,2023-01-10,15:55,L9,high,D
28.652288,-82.074163,016,040,1128,4666,2023-01-10,15:55,L9,high,D
28.652559,-82.074166,016,040,1128,4665,2023-01-10,15:55,L9,high,D
29.129442,-82.097896,016,040,1067,2903,2023-01-10,15:55,L9,high,D
29.1286,-82.101588,016,040,1055,2906,2023-01-10,15:55,L9,high,D
29.059649,-82.123349,016,040,982,3160,2023-01-10,15:55,L9,high,D
29.05992,-82.123352,016,040,982,3159,2023-01-10,15:55,L9,medium,D
29.059647,-82.123657,016,040,981,3160,2023-01-10,15:55,L9,high,D
29.048948,-82.14018,016,040,927,3199,2023-01-10,15:55,L9,high,D
29.048945,-82.140488,016,040,926,3199,2023-01-10,15:55,L9,high,D
28.980707,-82.141586,016,040,920,3451,2023-01-10,15:55,L9,medium,D
28.980978,-82.141589,016,040,920,3450,2023-01-10,15:55,L9,high,D
28.980705,-82.141894,016,040,919,3451,2023-01-10,15:55,L9,high,D
28.980975,-82.141897,016,040,919,3450,2023-01-10,15:55,L9,high,D
28.981246,-82.1419,016,040,919,3449,2023-01-10,15:55,L9,high,D
28.980702,-82.142202,016,040,918,3451,2023-01-10,15:55,L9,medium,D
28.980973,-82.142205,016,040,918,3450,2023-01-10,15:55,L9,high,D
28.98097,-82.142513,016,040,917,3450,2023-01-10,15:55,L9,medium,D
28.481925,-82.178163,016,040,783,5292,2023-01-10,15:55,L9,low,D
28.482195,-82.178166,016,040,783,5291,2023-01-10,15:55,L9,high,D
28.482466,-82.178169,016,040,783,5290,2023-01-10,15:55,L9,low,D
28.372553,-82.351144,016,040,214,5690,2023-01-10,15:55,L9,high,D
28.37255,-82.35145,016,040,213,5690,2023-01-10,15:55,L9,medium,D
28.215728,-82.383401,016,040,102,6268,2023-01-10,15:55,L9,high,D
28.215999,-82.383405,016,040,102,6267,2023-01-10,15:55,L9,high,D
28.215725,-82.383707,016,040,101,6268,2023-01-10,15:55,L9,high,D
30.639791,-81.53541,016,039,1707,2637,2023-01-10,15:55,L9,low,D
31.316107,-81.568836,016,039,1613,138,2023-01-10,15:55,L9,high,D
31.316377,-81.568838,016,039,1613,137,2023-01-10,15:55,L9,high,D
31.316648,-81.568839,016,039,1613,136,2023-01-10,15:55,L9,high,D
31.316376,-81.569153,016,039,1612,137,2023-01-10,15:55,L9,high,D
