latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
37.053806,-78.205281,016,034,5831,5354,2023-01-26,15:53,L9,high,D
37.876931,-78.006667,016,034,6323,2291,2023-01-26,15:53,L9,medium,D
35.650514,-79.716557,016,035,2570,5329,2023-01-26,15:53,L9,medium,D
35.741083,-79.687901,016,035,2652,4993,2023-01-26,15:53,L9,high,D
35.740535,-79.687247,016,035,2654,4995,2023-01-26,15:53,L9,high,D
35.740261,-79.68692,016,035,2655,4996,2023-01-26,15:53,L9,high,D
35.225001,-79.687034,016,035,2680,6901,2023-01-26,15:53,L9,medium,D
35.224997,-79.686704,016,035,2681,6901,2023-01-26,15:53,L9,low,D
36.035243,-79.391019,016,035,3529,3892,2023-01-26,15:53,L9,low,D
35.194128,-79.372195,016,035,3637,7001,2023-01-26,15:53,L9,high,D
35.765041,-79.329781,016,035,3730,4888,2023-01-26,15:53,L9,high,D
35.765307,-79.329443,016,035,3731,4887,2023-01-26,15:53,L9,high,D
35.765036,-79.329449,016,035,3731,4888,2023-01-26,15:53,L9,high,D
35.515612,-79.211906,016,035,4102,5804,2023-01-26,15:53,L9,high,D
35.515337,-79.211582,016,035,4103,5805,2023-01-26,15:53,L9,high,D
35.515061,-79.211257,016,035,4104,5806,2023-01-26,15:53,L9,high,D
35.514791,-79.211263,016,035,4104,5807,2023-01-26,15:53,L9,high,D
35.303826,-79.104404,016,035,4442,6581,2023-01-26,15:53,L9,high,D
35.164324,-78.974259,016,035,4847,7089,2023-01-26,15:53,L9,low,D
35.164053,-78.974265,016,035,4847,7090,2023-01-26,15:53,L9,low,D
35.35998,-78.917549,016,035,5004,6362,2023-01-26,15:53,L9,high,D
35.708412,-78.831597,016,035,5236,5068,2023-01-26,15:53,L9,high,D
35.708141,-78.831604,016,035,5236,5069,2023-01-26,15:53,L9,high,D
35.708406,-78.831265,016,035,5237,5068,2023-01-26,15:53,L9,high,D
35.959095,-78.772542,016,035,5393,4137,2023-01-26,15:53,L9,high,D
35.958825,-78.772549,016,035,5393,4138,2023-01-26,15:53,L9,high,D
35.959089,-78.772209,016,035,5394,4137,2023-01-26,15:53,L9,high,D
35.958818,-78.772217,016,035,5394,4138,2023-01-26,15:53,L9,high,D
35.205666,-78.757403,016,035,5502,6922,2023-01-26,15:53,L9,high,D
35.206194,-78.756729,016,035,5504,6920,2023-01-26,15:53,L9,high,D
35.649046,-78.693055,016,035,5659,5278,2023-01-26,15:53,L9,high,D
35.882231,-78.58729,016,035,5957,4408,2023-01-26,15:53,L9,medium,D
35.881961,-78.587298,016,035,5957,4409,2023-01-26,15:53,L9,medium,D
35.882225,-78.586958,016,035,5958,4408,2023-01-26,15:53,L9,high,D
35.881955,-78.586966,016,035,5958,4409,2023-01-26,15:53,L9,medium,D
35.63637,-78.544356,016,035,6109,5314,2023-01-26,15:53,L9,medium,D
35.636099,-78.544364,016,035,6109,5315,2023-01-26,15:53,L9,medium,D
35.636356,-78.543693,016,035,6111,5314,2023-01-26,15:53,L9,high,D
35.636086,-78.543702,016,035,6111,5315,2023-01-26,15:53,L9,medium,D
35.559781,-78.528163,016,035,6165,5596,2023-01-26,15:53,L9,high,D
35.866513,-78.318022,016,035,6769,4445,2023-01-26,15:53,L9,medium,D
35.866776,-78.31768,016,035,6770,4444,2023-01-26,15:53,L9,medium,D
35.866506,-78.31769,016,035,6770,4445,2023-01-26,15:53,L9,high,D
35.864166,-78.309796,016,035,6794,4453,2023-01-26,15:53,L9,medium,D
37.876923,-78.006326,016,034,6324,2291,2023-01-26,15:53,L9,high,D
36.031775,-80.165246,016,035,1204,3934,2023-01-26,15:53,L9,high,D
35.450716,-80.155753,016,035,1251,6082,2023-01-26,15:53,L9,medium,D
35.450445,-80.155756,016,035,1251,6083,2023-01-26,15:53,L9,medium,D
35.781921,-80.136,016,035,1300,4857,2023-01-26,15:53,L9,medium,D
35.781651,-80.136003,016,035,1300,4858,2023-01-26,15:53,L9,high,D
35.782445,-80.133671,016,035,1307,4855,2023-01-26,15:53,L9,high,D
35.776676,-80.121453,016,035,1344,4876,2023-01-26,15:53,L9,medium,D
35.382636,-79.784889,016,035,2376,6322,2023-01-26,15:53,L9,high,D
35.382633,-79.784559,016,035,2377,6322,2023-01-26,15:53,L9,high,D
36.505322,-79.758531,016,035,2403,2170,2023-01-26,15:53,L9,medium,D
