latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
32.575297,-80.856543,017,037,6256,6130,2023-01-17,16:00,L9,high,D
32.575027,-80.856863,017,037,6255,6131,2023-01-17,16:00,L9,high,D
32.574756,-80.857183,017,037,6254,6132,2023-01-17,16:00,L9,low,D
32.575027,-80.857183,017,037,6254,6131,2023-01-17,16:00,L9,medium,D
32.575298,-80.857182,017,037,6254,6130,2023-01-17,16:00,L9,medium,D
32.473839,-81.114988,017,037,5447,6505,2023-01-17,16:00,L9,high,D
32.47411,-81.114988,017,037,5447,6504,2023-01-17,16:00,L9,high,D
32.474381,-81.114989,017,037,5447,6503,2023-01-17,16:00,L9,high,D
32.474651,-81.114989,017,037,5447,6502,2023-01-17,16:00,L9,high,D
32.474922,-81.114989,017,037,5447,6501,2023-01-17,16:00,L9,medium,D
32.475193,-81.11499,017,037,5447,6500,2023-01-17,16:00,L9,low,D
32.472486,-81.115305,017,037,5446,6510,2023-01-17,16:00,L9,medium,D
32.472757,-81.115306,017,037,5446,6509,2023-01-17,16:00,L9,high,D
32.473027,-81.115306,017,037,5446,6508,2023-01-17,16:00,L9,high,D
32.473298,-81.115307,017,037,5446,6507,2023-01-17,16:00,L9,high,D
32.473568,-81.115307,017,037,5446,6506,2023-01-17,16:00,L9,high,D
32.473839,-81.115307,017,037,5446,6505,2023-01-17,16:00,L9,high,D
32.47411,-81.115308,017,037,5446,6504,2023-01-17,16:00,L9,high,D
32.47438,-81.115308,017,037,5446,6503,2023-01-17,16:00,L9,high,D
32.474651,-81.115308,017,037,5446,6502,2023-01-17,16:00,L9,high,D
32.474922,-81.115309,017,037,5446,6501,2023-01-17,16:00,L9,high,D
32.475192,-81.115309,017,037,5446,6500,2023-01-17,16:00,L9,low,D
32.472486,-81.115625,017,037,5445,6510,2023-01-17,16:00,L9,low,D
32.472756,-81.115625,017,037,5445,6509,2023-01-17,16:00,L9,high,D
32.473027,-81.115625,017,037,5445,6508,2023-01-17,16:00,L9,high,D
32.473297,-81.115626,017,037,5445,6507,2023-01-17,16:00,L9,high,D
32.473568,-81.115626,017,037,5445,6506,2023-01-17,16:00,L9,high,D
32.473839,-81.115626,017,037,5445,6505,2023-01-17,16:00,L9,high,D
32.474109,-81.115627,017,037,5445,6504,2023-01-17,16:00,L9,high,D
32.47438,-81.115627,017,037,5445,6503,2023-01-17,16:00,L9,high,D
32.474651,-81.115627,017,037,5445,6502,2023-01-17,16:00,L9,high,D
32.474921,-81.115628,017,037,5445,6501,2023-01-17,16:00,L9,medium,D
32.475192,-81.115628,017,037,5445,6500,2023-01-17,16:00,L9,low,D
32.472485,-81.115944,017,037,5444,6510,2023-01-17,16:00,L9,low,D
32.472756,-81.115944,017,037,5444,6509,2023-01-17,16:00,L9,high,D
32.473027,-81.115945,017,037,5444,6508,2023-01-17,16:00,L9,high,D
32.473297,-81.115945,017,037,5444,6507,2023-01-17,16:00,L9,high,D
32.473568,-81.115945,017,037,5444,6506,2023-01-17,16:00,L9,high,D
32.473838,-81.115946,017,037,5444,6505,2023-01-17,16:00,L9,high,D
32.474109,-81.115946,017,037,5444,6504,2023-01-17,16:00,L9,high,D
32.47438,-81.115946,017,037,5444,6503,2023-01-17,16:00,L9,high,D
32.47465,-81.115947,017,037,5444,6502,2023-01-17,16:00,L9,high,D
32.472756,-81.116264,017,037,5443,6509,2023-01-17,16:00,L9,low,D
32.473026,-81.116264,017,037,5443,6508,2023-01-17,16:00,L9,high,D
32.473297,-81.116264,017,037,5443,6507,2023-01-17,16:00,L9,high,D
32.473568,-81.116265,017,037,5443,6506,2023-01-17,16:00,L9,high,D
32.473838,-81.116265,017,037,5443,6505,2023-01-17,16:00,L9,high,D
32.474109,-81.116265,017,037,5443,6504,2023-01-17,16:00,L9,high,D
32.474379,-81.116266,017,037,5443,6503,2023-01-17,16:00,L9,high,D
32.47465,-81.116266,017,037,5443,6502,2023-01-17,16:00,L9,high,D
32.472755,-81.116583,017,037,5442,6509,2023-01-17,16:00,L9,low,D
32.473026,-81.116583,017,037,5442,6508,2023-01-17,16:00,L9,medium,D
32.473297,-81.116584,017,037,5442,6507,2023-01-17,16:00,L9,high,D
32.473567,-81.116584,017,037,5442,6506,2023-01-17,16:00,L9,high,D
32.473838,-81.116584,017,037,5442,6505,2023-01-17,16:00,L9,high,D
32.474109,-81.116585,017,037,5442,6504,2023-01-17,16:00,L9,high,D
32.474379,-81.116585,017,037,5442,6503,2023-01-17,16:00,L9,medium,D
